Item,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39661937.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,32037966234.0,46958531483.0,32191840030.0,21278893445.0,21092324520.0,71955806094.0,98587758412.0,142153502149.0,74468693788.0,126345594776.0,113627834841.0,121585587002.0,107813967722.0,104192435065.0,99523344637.0,107734824456.0,117045698721.0,130090208659.0,118840251122.0,170022301760.0,173592720568.0,175769721266.0,171740757929.0,178549741536.0,169741777949.0,181368856940.0,202255214027.0,197186875884.0,184293439751.0,188085080922.0,183362513610.0,180051749211.0,179307131160.0,178010412809.0,176610246439.0,176899260489.0,177045979610.0,176542859390.0,172283793817.0,177244325230.0,165347154699.0,162794057051.0,163679523313.0,165343881918.0,167451998352.0,164274118864.0,166918847091.0,165942389709.0,173167029281.0,171279876186.0,173244000663.0,167333188730.0,171092523715.0,169548524208.0,168849390847.0,167997423340.0,168570998886.0,164749019499.0,165868822470.0,169954581372.0,180220817207.0,248982995195.0,260189986122.0,260887657925.0,261677137918.0,280210826319.0,501700338716.0,516265247596.0,490822730212.0,493707213372.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
A. Nợ phải trả,18939980778.0,34458289353.0,19036306112.0,7426852057.0,6594425191.0,56330258841.0,76783799920.0,117635485697.0,48259134348.0,38266178888.0,27481897102.0,32149967062.0,22561199772.0,19675496138.0,12244186065.0,14697994277.0,19418308873.0,12259990452.0,9439922656.0,58403242992.0,59446854852.0,61974102076.0,62704317795.0,63811094323.0,70827611985.0,70778613452.0,85178231032.0,88639188682.0,82633633898.0,36147262533.0,40539575669.0,37165656416.0,36743165981.0,35488802197.0,33772528559.0,34116748350.0,33676667538.0,28608968704.0,22578742581.0,22424679888.0,8210391393.0,5533842303.0,6239657768.0,7053139361.0,9642444450.0,6619762010.0,8060761683.0,7242651254.0,14347777849.0,12704113324.0,15206415297.0,9475233706.0,12362555796.0,10844866569.0,10160163244.0,9532314251.0,9681132143.0,6369986387.0,6210290010.0,10340800622.0,20733924141.0,86369370281.0,96989399262.0,97743914639.0,98462791589.0,117059389117.0,338916578882.0,354178830079.0,328718587343.0,330066472404.0
I. Nợ ngắn hạn,18061980778.0,33580289353.0,18158306112.0,6548852057.0,5716425191.0,55722258841.0,76175799920.0,117027485697.0,47651134348.0,38266178888.0,27481897102.0,32149967062.0,22561199772.0,19675496138.0,12244186065.0,14697994277.0,19418308873.0,12259990452.0,9439922656.0,8403242992.0,,11974102076.0,12704317795.0,13811094323.0,20827611985.0,20678613452.0,35078231032.0,38539188682.0,32533633898.0,36047262533.0,40439575669.0,37065656416.0,36643165981.0,35388802197.0,33672528559.0,34016748350.0,33576667538.0,28508968704.0,22478742581.0,22324679888.0,8110391393.0,5433842303.0,6139657768.0,6953139361.0,9542444450.0,6519762010.0,7960761683.0,7142651254.0,14247777849.0,12604113324.0,15106415297.0,9375233706.0,12262555796.0,10744866569.0,10060163244.0,9432314251.0,9581132143.0,6269986387.0,6110290010.0,10240800622.0,20633924141.0,86269370281.0,96889399262.0,97643914639.0,98462791589.0,117059389117.0,128916578882.0,354178830079.0,328718587343.0,108682250132.0
1. Vay và nợ thuê tài chính ngắn hạn,1145000000.0,972500000.0,952500000.0,,750000000.0,1552500000.0,7255000000.0,255000000.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7625000000.0,9490000000.0,18010000000.0,17000000000.0,18760000000.0,8000000000.0,12000000000.0,12000000000.0,13000000000.0,13000000000.0,12000000000.0,12000000000.0,10600000000.0,2895000000.0,2880000000.0,2880000000.0,0.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,3000000000.0,3000000000.0,8800000000.0,8500000000.0,8500000000.0,0.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,0.0,0.0,4000000000.0,14200000000.0,80000000000.0,90000000000.0,90000000000.0,90000000000.0,108000000000.0,108000000000.0,318000000000.0,250000000000.0,48615777728.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,15450765701.0,31268128604.0,15187337409.0,,2397107407.0,45564211284.0,65534907660.0,111638703763.0,44834120903.0,34333111371.0,,24465803029.0,,9642037015.0,,4497325352.0,,3656367691.0,2605694034.0,3013184018.0,,3780884329.0,3983919213.0,3934154682.0,6351591100.0,4892235016.0,6685168661.0,9453823055.0,9718417810.0,24031447805.0,23284186585.0,20751462359.0,19400285349.0,18560135284.0,18306583616.0,18544753302.0,19267381577.0,21274677574.0,10316685869.0,11281049757.0,1256127089.0,1378814044.0,2746458812.0,1842129551.0,2895010591.0,2012796166.0,2356545690.0,1502618142.0,2754751507.0,1884178903.0,1689006876.0,1625676185.0,4153568379.0,2577265353.0,1706735444.0,1191009880.0,1201733118.0,923403446.0,595352560.0,705342308.0,776372779.0,451313896.0,298985129.0,298985129.0,601450881.0,1222679730.0,522408402.0,522408402.0,940332417.0,430761217.0
4. Người mua trả tiền trước,307885867.0,527817261.0,704568139.0,,1673761063.0,2901735763.0,2617592493.0,1847001397.0,1421942659.0,2112858659.0,,6607737361.0,,8363734161.0,,6474857714.0,,1071431585.0,1043003285.0,1226272068.0,,1359170648.0,1385128938.0,1122278548.0,1701733866.0,963314189.0,688970889.0,615922302.0,675177624.0,783235404.0,788779921.0,856192125.0,804497323.0,715167823.0,695200000.0,713763735.0,795604283.0,786848738.0,4490537745.0,1794716659.0,874450680.0,112008379.0,330570000.0,1165216150.0,1365200000.0,1365200000.0,1381604284.0,1381604283.0,1381604283.0,1381604283.0,4176564283.0,4176564283.0,4593971203.0,4593971203.0,4593971203.0,4580967203.0,4593971203.0,4593971203.0,4627021203.0,4622021203.0,4625021203.0,4621021203.0,4606960000.0,4578960000.0,4578960000.0,4578960000.0,4578960000.0,4578960000.0,58445160000.0,58445160000.0
5. Thuế và các khoản phải nộp nhà nước,481172833.0,467543172.0,700918120.0,,1022673435.0,1605441373.0,-485874762.0,1683911206.0,748658922.0,704161581.0,,476680919.0,,457623758.0,,2024578697.0,,5289394561.0,3529004265.0,1419462631.0,,567362474.0,284379039.0,657811966.0,567011008.0,1215277401.0,3456701937.0,3312255085.0,664862147.0,531530864.0,653826865.0,469084550.0,469084550.0,513273343.0,0.0,0.0,4131898.0,803633524.0,1303311854.0,3633796460.0,4413852676.0,795705134.0,292309129.0,1139299338.0,409946227.0,11141378.0,260332137.0,221506857.0,326566017.0,0.0,0.0,0.0,27501876.0,0.0,0.0,0.0,69907987.0,0.0,120829677.0,120829677.0,104683892.0,0.0,0.0,0.0,11676701.0,2222000.0,5017618.0,105698210.0,172201079.0,316032860.0
6. Phải trả người lao động,551556900.0,409073403.0,388918700.0,,236004600.0,253548400.0,299357200.0,334079100.0,238723400.0,218966600.0,,289591100.0,,715140700.0,,1182709000.0,,1243214300.0,637247200.0,1393401800.0,,1227080800.0,1371900000.0,1578243700.0,1755711040.0,1281967880.0,988918700.0,1860908120.0,1634531700.0,1360133280.0,1342900440.0,1378980840.0,898796120.0,361407100.0,273384150.0,382322050.0,236230950.0,286461608.0,314551185.0,288792345.0,89894455.0,371991094.0,250487525.0,121126745.0,2169775229.0,348363400.0,204227344.0,316966016.0,423647504.0,245585100.0,174904700.0,272806400.0,210466700.0,262283875.0,415462959.0,342477530.0,397604397.0,127913900.0,139082799.0,145538263.0,265551977.0,64842888.0,166231281.0,232563581.0,252984840.0,0.0,431156423.0,599835531.0,864343031.0,438808031.0
7. Chi phí phải trả ngắn hạn,0.0,-8604546.0,16588226.0,,178262164.0,223634454.0,163229579.0,35560172.0,22500000.0,28305454.0,,23409544.0,,170845115.0,,142628173.0,,616380457.0,88645969.0,36571172.0,,1676014667.0,4258466667.0,4205164854.0,1726666667.0,1797744824.0,4229666667.0,5120450000.0,114484849.0,235284849.0,658469484.0,429992779.0,914815971.0,1013624190.0,1162566251.0,1162566251.0,1491497762.0,1191497762.0,1973069800.0,1286941324.0,973536091.0,0.0,0.0,0.0,42500000.0,0.0,36246575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48108219.0,508180823.0,1206263017.0,1912016444.0,2617769871.0,2855578091.0,4958043845.0,5750098640.0,0.0,0.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Phải trả ngắn hạn khác,120978943.0,-132935558.0,149701001.0,,-588982995.0,3440829919.0,611230102.0,1151991131.0,306949536.0,364429033.0,,256745109.0,,306115389.0,,356445341.0,,361601858.0,627065465.0,405088865.0,,3323589158.0,760400666.0,1657367301.0,443825032.0,382000870.0,362730906.0,519756848.0,310086496.0,449557059.0,1055339102.0,523870491.0,499613396.0,569121185.0,578721270.0,557269740.0,525747796.0,614776226.0,544512856.0,586910071.0,502530402.0,775323652.0,519832302.0,685367577.0,660012403.0,782261066.0,721805653.0,719955956.0,561208538.0,592745038.0,565939438.0,600186838.0,577047638.0,611346138.0,643993638.0,617859638.0,617915438.0,624697838.0,628003771.0,647069171.0,614186071.0,624011471.0,610959835.0,621389485.0,399949296.0,399949296.0,10420992594.0,24621829296.0,18296550816.0,435710296.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ khen thưởng phúc lợi,4620534.0,76767017.0,57774517.0,46799517.0,47599517.0,180357648.0,180357648.0,81238928.0,78238928.0,504346190.0,504346190.0,30000000.0,30000000.0,20000000.0,,19450000.0,19450000.0,21600000.0,909262438.0,909262438.0,,40000000.0,660123272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,656073272.0,572473272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,878000000.0,878000000.0,878000000.0,878000000.0,878000000.0,608000000.0,608000000.0,608000000.0,608000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000000.0,,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50100000000.0,50100000000.0,50100000000.0,50100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,0.0,0.0,210000000000.0,0.0,0.0,221384222272.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,0.0,,878000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Vay và nợ thuê tài chính dài hạn,878000000.0,878000000.0,878000000.0,,0.0,608000000.0,608000000.0,608000000.0,608000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000000.0,,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210000000000.0,0.0,0.0,221384222272.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,13097985456.0,12500242130.0,13155533918.0,13852041388.0,14497899329.0,15625547253.0,21803958492.0,24518016452.0,26209559440.0,88079415888.0,86145937739.0,89435619940.0,85252767950.0,84516938927.0,87279158572.0,93036830179.0,97627389848.0,117830218207.0,109400328466.0,111619058768.0,114145865716.0,113795619190.0,109036440134.0,114738647213.0,98914165964.0,110590243488.0,117076982995.0,108547687202.0,101659805853.0,151937818389.0,142822937941.0,142886092795.0,142563965179.0,142521610612.0,142837717880.0,142782512139.0,143369312072.0,147933890686.0,149705051236.0,154819645342.0,157136763306.0,157260214748.0,157439865545.0,158290742557.0,157809553902.0,157654356854.0,158858085408.0,158699738455.0,158819251432.0,158575762862.0,158037585366.0,157857955024.0,158729967919.0,158703657639.0,158689227603.0,158465109089.0,158889866743.0,158379033112.0,159658532460.0,159613780750.0,159486893066.0,162613624914.0,163200586860.0,163143743286.0,163214346329.0,163151437202.0,162783759834.0,162086417517.0,162104142869.0,163640740968.0
I. Vốn chủ sở hữu,13097985456.0,12500242130.0,13155533918.0,13852041388.0,14497899329.0,15625547253.0,21803958492.0,24518016452.0,26209559440.0,88079415888.0,86145937739.0,89435619940.0,85252767950.0,84516938927.0,87259708572.0,93036830179.0,97627389848.0,117830218207.0,109400328466.0,111619058768.0,114145865716.0,113795619190.0,109036440134.0,114738647213.0,98914165964.0,110590243488.0,117076982995.0,108547687202.0,101659805853.0,151937818389.0,142822937941.0,142886092795.0,142563965179.0,142521610612.0,142837717880.0,142782512139.0,143369312072.0,147933890686.0,149705051236.0,154819645342.0,157136763306.0,157260214748.0,157439865545.0,158290742557.0,157809553902.0,157654356854.0,158858085408.0,158699738455.0,158819251432.0,158575762862.0,158037585366.0,157857955024.0,158729967919.0,158703657639.0,158689227603.0,158465109089.0,158889866743.0,158379033112.0,159658532460.0,159613780750.0,159486893066.0,162613624914.0,163200586860.0,163143743286.0,163214346329.0,163151437202.0,162783759834.0,162086417517.0,162104142869.0,163640740968.0
1. Vốn đầu tư của chủ sở hữu,10000000000.0,10000000000.0,10000000000.0,10000000000.0,10000000000.0,10000000000.0,15000000000.0,15000000000.0,15000000000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,47439330000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,94844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,144844680000.0,156176320000.0,156161670000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0,156176320000.0
