Item,Q4 2007,Q4 2008,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Thuế và các khoản phải nộp nhà nước,26177055301.0,39921766047.0,9186420569.0,54480008135.0,22008712439.0,35533629207.0,41656743496.0,44960107885.0,54676467673.0,19324336300.0,16258324563.0,9902861894.0,12148751247.0,6806326710.0,18193178277.0,21222751106.0,11848716612.0,18478669591.0,12736027627.0,14004281788.0,16580638521.0,13760511188.0,13888232879.0,18630276889.0,19695542373.0,12914810712.0,16427275897.0,23095784300.0,31208612230.0,28238036274.0,24501100128.0,27986659352.0,26635773592.0,21860388743.0,33840680623.0,29032604806.0,33669667569.0,28113436562.0,42409751981.0,47668907506.0,42540361401.0,37693917463.0,49664467166.0,46490025163.0,41249486261.0,32057881490.0,44551593574.0,57190520031.0,43685434599.0,34539877973.0,54183348005.0,60314700442.0,42568969961.0,57316384700.0,60492203772.0,73283791175.0,43841966173.0
6. Phải trả người lao động,2657131070.0,17060238230.0,7052187078.0,18413513564.0,6669856977.0,8138284268.0,9428878297.0,7561099615.0,11109597566.0,7446794020.0,8529266626.0,7904697260.0,16029088709.0,9420492510.0,15463131563.0,13863170716.0,20709545724.0,21663297089.0,15373258952.0,16472602734.0,39395947261.0,30132126492.0,23697696158.0,24268111854.0,52990870568.0,43633317673.0,37253086505.0,41905215501.0,62035344557.0,36225653548.0,46511831065.0,55560132518.0,78145894307.0,42995847944.0,75684516707.0,116992055178.0,114439822076.0,92482373900.0,102598210938.0,104111389860.0,135544727568.0,95181218869.0,91036440922.0,105037141139.0,130192941775.0,108133347557.0,91810870800.0,111439592570.0,138543393907.0,72351964337.0,161703262649.0,103980118722.0,182180560041.0,123137542558.0,142629612069.0,176425723830.0,220483817300.0
7. Chi phí phải trả ngắn hạn,17177435067.0,10075377984.0,3298790218.0,4305795110.0,16061408094.0,17156957195.0,9816016325.0,16705538589.0,18657710627.0,17391468655.0,12135770642.0,49738729620.0,9874766651.0,27690533927.0,27977409694.0,41244252317.0,35758038672.0,58983111489.0,65411563376.0,77689643729.0,64524871935.0,73711925912.0,68946160607.0,102980726259.0,95269732786.0,112627512428.0,70174283824.0,137367497594.0,70067833171.0,158330817757.0,161593041703.0,205051504274.0,104556998450.0,190524504688.0,234122889338.0,269582287677.0,246142641726.0,341522007581.0,318744159143.0,368508973264.0,282580257484.0,397045228442.0,331681747597.0,356610346179.0,199458207378.0,337326908874.0,357744058313.0,296403075463.0,296614095441.0,347190916397.0,339370100445.0,536342342423.0,500171772493.0,600880020726.0,606125073485.0,699029008704.0,570075928992.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131775451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76790453776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65309554419.0,0.0,87870146961.0,48267456530.0,70025183682.0,84459627169.0,108614574181.0,128338818935.0,157507061640.0,118574691336.0,79988754530.0,78792922631.0,87346101547.0,89741854919.0,100227635630.0,80998477844.0,110362862321.0,86318189691.0,133796534766.0,105386458162.0,127304400968.0,125812950605.0,138993962921.0,149635975489.0,144938105931.0,128455692771.0,160136579064.0,149861075319.0,159440785600.0,162740942819.0,176279178894.0,191372449669.0
11. Phải trả ngắn hạn khác,11820564270.0,7425145131.0,9533822597.0,25025332733.0,18267065561.0,27015130654.0,30403611832.0,11221152449.0,30684179226.0,24968047399.0,19296529112.0,10132506549.0,21172546836.0,13487831426.0,19876703271.0,27963387646.0,28602009054.0,23308445317.0,21581897354.0,20673304481.0,25239348905.0,23694380772.0,18491122866.0,24815804601.0,37310977378.0,31752243866.0,44291567777.0,42503407877.0,41832036185.0,35286565332.0,35188802869.0,62568030907.0,44242169618.0,53201900437.0,19652789628.0,68050424528.0,45197188876.0,81527559102.0,95424014830.0,77537015060.0,78542413476.0,106107301628.0,159238451611.0,36158627187.0,94888807825.0,80839261988.0,133431074497.0,104148424529.0,91232018926.0,63633783226.0,95642073908.0,202762591050.0,132125699003.0,156579305819.0,75524956613.0,166596031736.0,86694213159.0
12. Dự phòng phải trả ngắn hạn,0.0,174950000.0,174950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13545000.0,304457463.0,471748487.0,374525533.0,451407811.0,451052229.0,924715397.0,888721725.0,934043515.0,942213515.0,2234962764.0,2219253924.0,2219253924.0,2256516924.0,3101365021.0,2745271383.0,2698047548.0,5750207548.0,6627712387.0,6250891877.0,7139137711.0,6911813757.0,6104784784.0,5652393784.0,6011430011.0,5555403333.0,8276507185.0,7669691373.0,6830127942.0,7037863786.0,10065211922.0,10527715847.0,8050898332.0,7892217385.0,3193909521.0,934835973.0,1538112812.0,2640022875.0,6663679247.0,8176468347.0,8007033079.0,7511072474.0,8492197091.0,13492193464.0,9000441022.0,9272256372.0,9466490946.0
13. Quỹ khen thưởng phúc lợi,3896760762.0,294536939.0,-1765635498.0,406965647.0,683613867.0,729568712.0,-2099306189.0,-2919035428.0,-1815302247.0,-3261485529.0,-5068222598.0,-4761673300.0,-3582643723.0,-4352014065.0,-5116949349.0,-5521050929.0,-4502805725.0,-3965241401.0,-4939450301.0,-5496717028.0,-2105469108.0,-2316158284.0,-2609720444.0,-3202035444.0,-3548231274.0,-3162148322.0,0.0,-2544394282.0,7626474101.0,3286861767.0,0.0,-1482119795.0,6782213033.0,7187922285.0,2996671740.0,2834132665.0,13660819430.0,13496169430.0,5035753427.0,4933853427.0,13603795038.0,13745240999.0,5270516728.0,3352183588.0,12382424625.0,11993580783.0,5772500384.0,5606163385.0,5173869720.0,15757884998.0,15746728504.0,10919905537.0,9736799396.0,14585745448.0,19819908074.0,15338964258.0,19673977913.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,690545659.0,72133033561.0,214286411997.0,229452309213.0,240206170875.0,231944198238.0,241196763064.0,252626442538.0,137088005703.0,141057758979.0,146334742459.0,151527681024.0,117409285122.0,115989376484.0,212131466269.0,220605772288.0,177946234515.0,187345952583.0,204855517949.0,228346750253.0,216059892963.0,253363676039.0,282581289728.0,325744330104.0,279609732394.0,232001047349.0,146711560956.0,151533031599.0,160023204175.0,180199179034.0,140070595160.0,130763493124.0,88464402066.0,113840866066.0,209536588234.0,204016954968.0,333062811713.0,360142269906.0,337436323136.0,345204168464.0,637302959788.0,732755544137.0,745331551522.0,774481421342.0,733168542462.0,779809925563.0,803418602571.0,747817698989.0,638587142079.0,714019953019.0,740075796144.0,883002003966.0,915265920476.0,818150035286.0,786365745414.0,965975379902.0,508084191031.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940042482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12179429290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,2338687471.0,2171519281.0,63615225.0,1662178414.0,1662178414.0,4253942706.0,4289027691.0,9237327704.0,12214975948.0,13303365549.0,13316750669.0,14368337027.0,13993057218.0,14474014436.0,15863297768.0,15091609620.0,15892176310.0,16446864745.0,15892567007.0,16972281836.0,17017460016.0,17221267997.0,17228757997.0,15887779043.0,15980754933.0,15689301836.0,14623920345.0,14858414063.0,15634253582.0,6446449036.0,332973339.0,9835237742.0,12958698142.0,10815104772.0,10827489238.0,36180446022.0,36218893862.0,11779838862.0,11781338862.0,9161886549.0,9589578049.0,8550932187.0,9633942539.0,6879998177.0,11128787627.0,11304088367.0,10999992433.0,580350016297.0,47651154037.0,4696466650.0,11343284071.0,18632698771.0,22977246741.0,4340647783.0,27753650107.0,2421157655.0
6. Vay và nợ thuê tài chính dài hạn,319200000.0,68975670626.0,211582292743.0,228948610665.0,238166214520.0,230101171347.0,230101171347.0,241535315013.0,117111590812.0,117959707438.0,123159252260.0,125508988220.0,90122574023.0,89320995023.0,173003990609.0,182850498457.0,138379564707.0,139883391880.0,155282016938.0,168681145122.0,156212783747.0,187876002767.0,208934934446.0,240090489201.0,205486803090.0,213867162157.0,129227120487.0,134719217983.0,100835467983.0,100835467983.0,101392092983.0,99719217983.0,42197185183.0,68200311903.0,165281386439.0,158685420328.0,261077425415.0,283370644248.0,291542252459.0,292917136441.0,588094030002.0,681279351948.0,690201039352.0,720369418752.0,672419097400.0,722061022306.0,734990939691.0,689270701428.0,0.0,616846658827.0,693917215703.0,838690055831.0,873011986330.0,743889671707.0,722733365497.0,871849922342.0,442881363105.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473258945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202802112.0,2202802112.0,2202802112.0,2202802112.0,2344654473.0,2344654473.0,1858934609.0,1858934609.0,1858934609.0,1827036621.0,1795138633.0,1795138633.0,1763240645.0,1763240645.0,1734242475.0,1734242475.0,1705244305.0,1705244305.0,1676246135.0,1676246135.0,1647247965.0,1647247965.0,1618249795.0,1618249795.0,1589251625.0,1589251625.0,1560253455.0,1560253455.0,1531255285.0,1531255285.0,1502257115.0,1502257115.0,0.0,1473258945.0,1444260775.0,1444260775.0,1415262605.0,28044762113.0,28015763943.0,28015763943.0,27488851112.0
9. Dự phòng trợ cấp mất việc làm,371345659.0,818675464.0,532599973.0,440083323.0,377777941.0,180848477.0,245482615.0,288939815.0,493381054.0,97819180.0,97361180.0,-165301720.0,165217956.0,68802556.0,33276256.0,-100163744.0,0.0,-50678000.0,0.0,-89910000.0,0.0,-270347000.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326093638.0,0.0,394754638.0,0.0,0.0,0.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,6596166396.0,6513160019.0,10245706133.0,10785256413.0,9774763470.0,12867243855.0,12753156116.0,12606521687.0,24620184968.0,21992139807.0,22272258076.0,29418260281.0,30923834154.0,41660146012.0,40530172907.0,46395905783.0,54566152676.0,66576148297.0,56376215652.0,0.0,0.0,0.0,41178132848.0,60578268188.0,26849692584.0,25473709284.0,25247342200.0,21699072407.0,22725752034.0,23324483665.0,19956611796.0,25903034937.0,21179740794.0,29304536127.0,19127495202.0,21313103668.0,28046890529.0,28072752440.0,30888343257.0,24117959245.0,37136842318.0,31268864387.0,33655331023.0,31811189910.0,25175730292.0,20605983512.0,16779512272.0,21965121415.0,17644856142.0,30316989490.0,32579479843.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387948636.0,1387948636.0,3648118082.0,3503350043.0,9444392636.0,9242539309.0,9003098854.0,8528273120.0,14201080515.0,13002448894.0,11316241226.0,9582907239.0,19330296410.0,18984258847.0,16972435999.0,14845054156.0,21449848343.0,20970901100.0,18484475080.0,14775883626.0,10929106524.0,16237691300.0,14842122724.0,10918419777.0,5426460498.0,1273233310.0,13631112049.0,8039054020.0,2713339316.0
B. Nguồn vốn chủ sở hữu,662358141615.0,680292067006.0,699216845591.0,771812562599.0,743805227693.0,692098362776.0,688946172169.0,726450826252.0,693555146021.0,699283315357.0,697920677217.0,698530493179.0,588074009348.0,586856806096.0,617918016155.0,637780285256.0,620587778039.0,610804762987.0,617418273729.0,649740154579.0,637263863957.0,648313851545.0,677199726293.0,722503317246.0,744361365624.0,1000905356152.0,1032986960532.0,1085814175991.0,1097499391407.0,1121165936751.0,1095902163708.0,1149457254620.0,1169141504259.0,1203556133228.0,1206233099715.0,1269410030290.0,1248543336474.0,1297263719436.0,1307178774200.0,1370493528595.0,1362555506598.0,1382212069163.0,2181482834764.0,2263221654419.0,2252402775744.0,2293632681310.0,2357817932899.0,2345165701289.0,2398909993048.0,2386281568896.0,2470393628984.0,2590378390343.0,2661539134175.0,2815657111332.0,2943631302433.0,3075648115856.0,3122742548230.0
I. Vốn chủ sở hữu,662358141615.0,680292067006.0,699216845591.0,771812562599.0,743805227693.0,692098362776.0,688946172169.0,726450826252.0,693555146021.0,699283315357.0,697920677217.0,698530493179.0,588074009348.0,586856806096.0,617918016155.0,637780285256.0,620587778039.0,610804762987.0,617418273729.0,649740154579.0,637263863957.0,648313851545.0,677199726293.0,722503317246.0,744361365624.0,1000905356152.0,1032986960532.0,1085814175991.0,1097499391407.0,1121165936751.0,1095902163708.0,1149457254620.0,1169141504259.0,1203556133228.0,1206233099715.0,1269410030290.0,1248543336474.0,1297263719436.0,1307178774200.0,1370493528595.0,1362555506598.0,1382212069163.0,2181482834764.0,2263221654419.0,2252402775744.0,2293632681310.0,2357817932899.0,2345165701289.0,2398909993048.0,2386281568896.0,2470393628984.0,2590378390343.0,2661539134175.0,2815657111332.0,2943631302433.0,3075648115856.0,3122742548230.0
1. Vốn đầu tư của chủ sở hữu,340000000000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,635362670000.0,673419530000.0,673419530000.0,673354923536.0,673419530000.0,673419530000.0,673419530000.0,673416140000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,673419530000.0,720552100000.0,720552100000.0,720552100000.0,720552100000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,999998660000.0,1089988830000.0,1089988830000.0,1500014320000.0,1500014320000.0,1505960320000.0
2. Thặng dư vốn cổ phần,248000000000.0,14774304339.0,14775630809.0,14775692560.0,14776645200.0,14776645200.0,14895512635.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,15112163423.0,14960119098.0,15307031884.0,15325154946.0,15307031884.0,14931009884.0,15307031884.0,15307031884.0,15307031884.0,15307031884.0,15307031884.0,15307031884.0,15307031884.0,107878826915.0,106418769991.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,14895512634.0,34444340400.0,34444340400.0,34444340400.0,34444340400.0,34444340400.0,34444340400.0,34444340400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,599555780400.0,331216950400.0,331216950400.0,331216950400.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111266061120.0,111266061120.0,111266061120.0,111266061120.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,134807600821.0,229833072529.0,229833072529.0,229833072529.0,328912815733.0
5. Cổ phiếu quỹ,-163020000.0,0.0,-1748236800.0,-1802380000.0,-1802380000.0,-837138000.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-1002990634.0,-5315275634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,-6840260634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431436000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,-5258216385.0,-89159012.0,-414331401.0,0.0,-89806658.0,431436000.0,-1640521853.0,246667276.0,256765964.0,1532626224.0,431436000.0,431436000.0,430859644.0,431436000.0,431436000.0,431436000.0,470016028.0,431436000.0,431436000.0,431436000.0,431436000.0,572078116.0,431436000.0,431436000.0,431436000.0,0.0,431436000.0,431436000.0,431436000.0,431436000.0,431436000.0,431436000.0,431436000.0,0.0,613519431.0,317313340.0,395285155.0,372410000.0,201936817.0,-301795163.0,-167147750.0,67172434.0,-286089475.0,-1043522194.0,-1380817299.0,-824626579.0,-595746397.0,-988171440.0,-131844885.0,1309746023.0,418028646.0,499642413.0,-456052661.0,-682489229.0
8. Quỹ đầu tư phát triển,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68327844.0,68320348.0,64849227.0,64856005.0,61606766.0,61606766.0,61606766.0,61606766.0,61606766.0,61606766.0,61606766.0,61606766.0,927214217.0,927214217.0,927214217.0,988924517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471314384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68550000.0,68550000.0,64958211.0,64965000.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,61710300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,71107539910.0,21502230190.0,44621790658.0,122227142140.0,89232327301.0,37075866754.0,34019662529.0,72173726888.0,39157390742.0,47632506953.0,40586764931.0,4304825451.0,-106099356893.0,-107411197390.0,-84450821648.0,-79516001358.0,-106805768885.0,-114720626235.0,-108028089692.0,-79074444761.0,-95084424317.0,-84461299190.0,-58586165492.0,-16703180612.0,1975506760.0,6088430414.0,34336418023.0,169151927620.0,176375861039.0,192417747177.0,170895971572.0,213829645251.0,224324078760.0,250706579415.0,142450309203.0,168536967095.0,156183722979.0,194387337589.0,116442852821.0,164642805372.0,167459270889.0,174339306571.0,112513738536.0,178181157185.0,182539470277.0,209717197440.0,255919331406.0,227380436547.0,264256442877.0,273032386860.0,336442765000.0,434806344991.0,388529956482.0,358690165461.0,256956473403.0,370030460529.0,308400731290.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,,,,,,,,,,,,,,,-15227350690.0,-14979390548.0,77619356237.0,76765022739.0,171798335118.0,117377627875.0,117377627875.0,117326511958.0,224192735462.0,46601992471.0,39395318745.0,39160241315.0,156183722979.0,30639872880.0,31605057109.0,29300143388.0,165747943198.0,59125839590.0,57790503305.0,58209946591.0,181363694177.0,180821506903.0,80437431536.0,80002653587.0,228943761089.0,226890406169.0,226890406169.0,137183365374.0,278787994732.0,100948385502.0,102419843409.0,3134202524.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,,,,,,,,,,,,,,,21315781104.0,49315808571.0,91532571383.0,99610838300.0,20619412059.0,53518343697.0,96452017376.0,106997566802.0,26513843953.0,95848316732.0,129141648350.0,117023481664.0,38203614610.0,85802979941.0,133037748263.0,138159127501.0,8591363373.0,53387898946.0,120390653880.0,124329523686.0,28353503263.0,75097824503.0,146943005011.0,184253789290.0,44088625771.0,109552358831.0,207915938822.0,251346591108.0,79902170729.0,156008087901.0,267610617120.0,305266528766.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
