Item,Q4 2004,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Các khoản đầu tư tài chính dài hạn,14291208864.0,88988532576.0,223568217026.0,224151492026.0,259716139450.0,265749684450.0,317749684450.0,684083670450.0,692453110450.0,991333350450.0,1002426480450.0,849194705450.0,1014647830016.0,813560805016.0,797399122332.0,860371027332.0,867746607332.0,989594515039.0,1040855622903.0,933611962313.0,928696063841.0,979154507723.0,934100976855.0,831402633825.0,821717824746.0,751680095297.0,792310407875.0,787581905487.0,756941894479.0,420205755828.0,424916953068.0,314465573389.0,302117149654.0,305586126011.0,303614127195.0,297072792426.0,297845930889.0,298614266747.0,307027391164.0,299298744122.0,293191173243.0,291054004278.0,293783371643.0,603153454892.0,681917398569.0,759439491280.0,681775358943.0,648897940403.0,662876913866.0,650487114714.0,653525860224.0,624018554275.0,627941263795.0,1149837442330.0,1154317738052.0,1154508399452.0,1138299364183.0,1214746964183.0,1221199108695.0,1447919763518.0,1593695709345.0,1538275433073.0,1915591317644.0,1673706667362.0,1596059470343.0,1584936007224.0,1711447368354.0,1703682967205.0,2295670545611.0,2272438863458.0,2268769183250.0,2244590725602.0,2246712060847.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,38500000000.0,42500000000.0,42500000000.0,57500000000.0,110000000000.0,110000000000.0,110000000000.0,0.0,0.0,70000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",6908028864.0,81605352576.0,215955037026.0,215341489026.0,240536136450.0,,248036136450.0,,294899562450.0,294844326450.0,279844326450.0,279844326450.0,281844326450.0,281844326450.0,281844326450.0,281844326450.0,281844326450.0,394829326450.0,438719326450.0,406317484400.0,402960355341.0,399644344223.0,451340519356.0,438277282325.0,437247434247.0,431044138949.0,431764711087.0,428598424835.0,425545428980.0,275902121168.0,275227880794.0,272195039989.0,269261612854.0,271373933011.0,269184717195.0,267911284426.0,267484422889.0,268403958747.0,274323717377.0,278195070335.0,274513728589.0,271420061389.0,275105926989.0,586653454892.0,665417398569.0,742939491280.0,608775358943.0,630897940403.0,644876913866.0,647487114714.0,650525860224.0,621018554275.0,624941263795.0,742437442330.0,752417738052.0,751955999452.0,735746964183.0,735746964183.0,738119306125.0,685294963518.0,826592381764.0,755506133073.0,750581502778.0,740196852496.0,710762706743.0,708539243624.0,835050604754.0,827286203605.0,1419273782011.0,1396042099858.0,1392372419650.0,1389193962002.0,1391315297247.0
3. Đầu tư khác vào công cụ vốn,7383180000.0,7383180000.0,7613180000.0,8810003000.0,19180003000.0,,69713548000.0,,397553548000.0,696489024000.0,722582154000.0,724682154000.0,734098903566.0,734098903566.0,734098903566.0,582236503566.0,517120903566.0,549294197979.0,543390477913.0,532222382473.0,540722382473.0,533668707473.0,532157594473.0,532157594473.0,529445094473.0,529445094473.0,529445094473.0,515848821060.0,515848821060.0,235848821060.0,201188723940.0,86225680712.0,78037461047.0,77498886647.0,67165553314.0,55750061647.0,55750061647.0,55750061647.0,56154902217.0,36154902217.0,33778994217.0,42060799617.0,33778994217.0,16500000000.0,16500000000.0,16500000000.0,86500000000.0,18000000000.0,18000000000.0,16500000000.0,16500000000.0,16500000000.0,16500000000.0,415400000000.0,415400000000.0,416052400000.0,416052400000.0,482900000000.0,486979802570.0,766524800000.0,771003327581.0,786669300000.0,1155409814866.0,923909814866.0,875696763600.0,872696763600.0,872696763600.0,872696763600.0,872696763600.0,872696763600.0,872696763600.0,851696763600.0,851696763600.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-155331775000.0,-39795400000.0,-244882425000.0,-261044107684.0,-61209802684.0,-41218622684.0,-64529009390.0,-51254181460.0,-4927904560.0,-14986673973.0,-24158543973.0,-49397136974.0,-139032242973.0,-144974703974.0,-208809138125.0,-168899397685.0,-156865340408.0,-184452355561.0,-91545186400.0,-51499651666.0,-43955147312.0,-45181924247.0,-43286693647.0,-32736143314.0,-26588553647.0,-25388553647.0,-25539753647.0,-23451228430.0,-15051228430.0,-15101549563.0,-22426856728.0,-15101549563.0,0.0,0.0,0.0,-13500000000.0,0.0,0.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,-13500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000000.0,0.0,0.0,0.0,9600000000.0,9600000000.0,9600000000.0,9600000000.0,9600000000.0,9600000000.0,9600000000.0,9600000000.0,3700000000.0,3700000000.0,3700000000.0,3700000000.0,3700000000.0,3700000000.0,3700000000.0,3700000000.0
VI. Tổng tài sản dài hạn khác,5036353931.0,1624665672.0,1616165672.0,1607665672.0,1607665672.0,0.0,0.0,0.0,329215200.0,1218563636.0,1947924330.0,4086260864.0,4598574443.0,2983907137.0,113486731742.0,113209950236.0,113778036202.0,115793895101.0,116669012731.0,127276886386.0,167881865633.0,163813937056.0,168974159174.0,170425985672.0,169217432016.0,170220724928.0,170188483821.0,172596992557.0,175257099703.0,161748756962.0,161074604000.0,161159397767.0,161602683818.0,163133902478.0,122160710004.0,122394556663.0,124066454400.0,124062040515.0,124534261606.0,123208203137.0,11653426517.0,11108501093.0,10738232786.0,33052394120.0,36396418647.0,34085322707.0,32638548832.0,31430664458.0,37953176433.0,41081661237.0,60002018617.0,93824487156.0,101190641624.0,53966357613.0,52173637448.0,53157321332.0,49864975018.0,26735803921.0,25408385114.0,23104685217.0,22074234328.0,21765597202.0,21398960704.0,22060438306.0,30911588251.0,49803370525.0,40756905544.0,45057989454.0,46553285505.0,66934762876.0,65490294066.0,67565125076.0,68456332484.0
1. Chi phí trả trước dài hạn,5036353931.0,1624665672.0,1616165672.0,1607665672.0,1607665672.0,0.0,0.0,0.0,0.0,,1947924330.0,4086260864.0,4598574443.0,2983907137.0,3486731742.0,3209950236.0,3778036202.0,5793895101.0,6669012731.0,17186886386.0,57791865633.0,53813937056.0,58974159174.0,58824284676.0,59217432016.0,60184724928.0,60152483821.0,62596992557.0,65257099703.0,51748756962.0,51074604000.0,51159397767.0,51602683818.0,53133902478.0,12160710004.0,12394556663.0,14066454400.0,14062040515.0,14534261606.0,13208203137.0,11653426517.0,11108501093.0,10647244398.0,33052394120.0,36396418647.0,34085322707.0,32638548832.0,31430664458.0,37953176433.0,41081661237.0,60002018617.0,93824487156.0,101190641624.0,53966357613.0,52173637448.0,53157321332.0,49864975018.0,26735803921.0,25408385114.0,23104685217.0,22074234328.0,21765597202.0,21398960704.0,22060438306.0,30911588251.0,49803370525.0,40756905544.0,45057989454.0,46553285505.0,66934762876.0,65490294066.0,67565125076.0,68456332484.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110090000000.0,0.0,0.0,110000000000.0,1601700996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90988388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329215200.0,,0.0,0.0,0.0,0.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,0.0,110090000000.0,110000000000.0,0.0,110000000000.0,110000000000.0,110036000000.0,110036000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,110000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62899490765.0,61286683308.0,62730368935.0,59485899086.0,57828074746.0,56170250405.0,6264869272.0,6069092106.0,5873314941.0,5677537777.0
TỔNG CỘNG TÀI SẢN,421827072325.0,903612940429.0,1082182528281.0,1302093931212.0,1450444006324.0,1757533158679.0,2204786362715.0,3404734959597.0,3074309824364.0,3066804067484.0,3158507659911.0,2571926886380.0,2486971996969.0,2269641182377.0,2264589818895.0,2453211383430.0,2610926920124.0,2659822786519.0,2628415050879.0,2592749820284.0,2578432318964.0,2609439246203.0,2578555693701.0,2639881304161.0,2658623054001.0,2652065263662.0,2591876034128.0,2737282146537.0,2763740741220.0,2758218898131.0,2791483957704.0,2973920246442.0,2887059373862.0,2983131756678.0,2975996983116.0,3097235379697.0,3079610912643.0,3231326539299.0,3306795989384.0,3329338864590.0,3541991881773.0,3534488037673.0,3308110800735.0,3430370101272.0,3686317826900.0,3637419383650.0,3625770619524.0,4044302885761.0,3995486782053.0,4366839949929.0,4525430880799.0,4861768020236.0,5093722084169.0,5054021589338.0,5070093763316.0,5380568060897.0,5196711388377.0,5227905708934.0,5358762616974.0,5649425321283.0,6199137891122.0,5671549301392.0,6144257759342.0,7138271381884.0,7200236762892.0,7568035772573.0,7686940636216.0,9024800743683.0,9914853844703.0,7236178121394.0,6819009150983.0,6688813823339.0,6696308886144.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,171232318628.0,361412371771.0,467418845477.0,682488509754.0,763985619528.0,1019614415435.0,1461095799474.0,1124672320263.0,623810548690.0,642559941417.0,791091101251.0,323502309234.0,108750131552.0,52839656444.0,43059762645.0,64877201225.0,164683997866.0,244210169366.0,175173007388.0,123030630789.0,56299939954.0,169571583384.0,123527387828.0,290071754976.0,308868348484.0,379693520153.0,276517720956.0,312904242057.0,362287065123.0,370356637833.0,368303611993.0,531179105563.0,426165344049.0,485009076688.0,469863510409.0,660365692200.0,636642601622.0,755399926305.0,840754484474.0,911845344376.0,1111987665289.0,1073463544810.0,850310742411.0,929548597841.0,1212589319222.0,1172377716648.0,1131533865913.0,1528229534504.0,1482979128851.0,1696844768308.0,1814253657694.0,2099021588253.0,2335164994587.0,2228569988149.0,2242178384226.0,2556474698586.0,2379672102977.0,2342821674536.0,2472346411956.0,2764407308896.0,2777619752394.0,2200673837106.0,1730912695845.0,2683135884130.0,2697338515505.0,2972171881903.0,3087016748989.0,4398501668762.0,5279262238922.0,2632607402896.0,2218543863745.0,2086299134799.0,2090619836109.0
I. Nợ ngắn hạn,171232318628.0,361412371771.0,467418845477.0,680409112312.0,747252655323.0,988917797336.0,1428162571441.0,1096144161581.0,598045410969.0,636502663793.0,785050763627.0,317522239780.0,103173455498.0,50581968944.0,42815528122.0,64656183369.0,164596233343.0,243933709403.0,174896547425.0,122756170826.0,56103289991.0,169128499021.0,123087713465.0,289665520613.0,308462114121.0,379054922090.0,275910138449.0,309596334363.0,336318162239.0,339431654116.0,335464926705.0,442915280811.0,335851385182.0,401766258852.0,384328233619.0,575942427447.0,551956484050.0,671902432121.0,733119318880.0,809756850669.0,1002457895076.0,971389621561.0,805214370388.0,861742090979.0,1164093853125.0,1144660016100.0,1095022887469.0,741396779695.0,695706549536.0,904559266372.0,1016118788417.0,1311826119145.0,1554256255521.0,1526089795741.0,1530955567320.0,1917943889688.0,2341205245409.0,2278935302283.0,2413106092685.0,2692016320082.0,2417704300285.0,1844255325593.0,1378421935590.0,2042805635036.0,1887702130191.0,2287924059007.0,2473236641467.0,2853475729870.0,2564278228323.0,2086522135843.0,1705027896070.0,1769406400529.0,1812893960512.0
1. Vay và nợ thuê tài chính ngắn hạn,89559528020.0,210620945165.0,336712712631.0,540629365010.0,638181438642.0,,873977697180.0,,436555644934.0,434803138190.0,523228925906.0,169814605795.0,0.0,0.0,0.0,0.0,51869388450.0,0.0,0.0,0.0,0.0,55238469975.0,12675000000.0,177077379824.0,218916009872.0,249069914836.0,202432798029.0,149886226738.0,218785474745.0,227619669575.0,216925918427.0,111413150204.0,44885271041.0,202541954136.0,127052018686.0,298468385094.0,372935630242.0,466567185920.0,570037867803.0,600028486470.0,678594436690.0,762148814282.0,681283386196.0,667920982980.0,1001307029025.0,947877741415.0,902728973254.0,475906458565.0,495440302051.0,626251992696.0,783388963733.0,815602843401.0,907851428554.0,1010631359001.0,820807360857.0,814686472995.0,603197309671.0,512136291873.0,522875215263.0,310339011440.0,312093172512.0,316691492350.0,166210790206.0,722504111084.0,586658556798.0,1060752930972.0,999062648872.0,1683645494110.0,1379135262743.0,1151264553160.0,1165866669208.0,897958903754.0,892874642060.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3. Phải trả người bán ngắn hạn,20524261737.0,57520757077.0,66855522466.0,12643588088.0,27355632071.0,,114069865003.0,,68184508797.0,54798316381.0,55959599010.0,26167672527.0,5739209256.0,10327192875.0,2283124030.0,14265318431.0,55985415202.0,100290420649.0,25478963406.0,21391909979.0,6345400182.0,11834217867.0,28005103226.0,60635145713.0,42949792336.0,65292953573.0,23117381467.0,107332917192.0,64548606712.0,68239409691.0,78986727894.0,291332183850.0,238846469445.0,144175250761.0,196198086620.0,220152045033.0,135527274780.0,135801001514.0,115360226909.0,155761235211.0,256235078292.0,143262782776.0,75211330512.0,110087290472.0,76436799331.0,105786878257.0,78109764173.0,176030819603.0,102228946348.0,165104765798.0,73796666869.0,141113894734.0,185702401612.0,203560500342.0,130481259623.0,395529781897.0,193044983680.0,338973718240.0,153182198793.0,166548971347.0,112787209666.0,277065916169.0,190126577222.0,310105338884.0,290833941963.0,243992466555.0,185096009509.0,84217922306.0,119138965346.0,157171002718.0,77851837574.0,73349220658.0,67424744448.0
4. Người mua trả tiền trước,921447216.0,4450889496.0,7657803135.0,8899283405.0,1390917291.0,,1682134015.0,,1555511859.0,40000000.0,134456000.0,10000000.0,87292600.0,72675000.0,829247475.0,397879466.0,970941610.0,1182121500.0,8890935228.0,24041691757.0,2565670915.0,7241507069.0,12573960963.0,17389477091.0,8912117679.0,14341367989.0,12775940454.0,19298518466.0,10882843031.0,7431871135.0,8904822063.0,9456480139.0,20129068907.0,24391877953.0,32526586330.0,26960398703.0,18317755037.0,18357765326.0,21978658140.0,17011231576.0,2415336435.0,6718951193.0,11343984120.0,17774024819.0,18249445668.0,14877300099.0,35249301032.0,23161586172.0,28832971948.0,21438750978.0,22577398562.0,53279476448.0,288605501470.0,40729572931.0,141052436136.0,223158435407.0,330357728198.0,42393521927.0,26290230148.0,23174673217.0,20128504756.0,24693537772.0,24252182551.0,21278368210.0,19570864188.0,22416626197.0,59983058998.0,32850448849.0,20852398461.0,14620627179.0,11525568661.0,12574906458.0,13027129579.0
5. Thuế và các khoản phải nộp nhà nước,2230028936.0,10585506971.0,4424556235.0,18445487739.0,20002239360.0,,6516607186.0,,7584046714.0,9727650720.0,3538671604.0,3411065072.0,4807168516.0,735306810.0,29251784.0,3525603675.0,15037907149.0,30560316626.0,41327364557.0,30149724581.0,24173529709.0,7998456133.0,6855897213.0,6256761793.0,23676399457.0,13457237246.0,6896547474.0,18484044630.0,15830948682.0,5607196782.0,6251611136.0,8664222446.0,5165714280.0,5934119158.0,4902517627.0,6518629751.0,6141778044.0,15870710401.0,2480812817.0,8649880910.0,39017273959.0,12105406906.0,3091318089.0,12889556231.0,2191043170.0,5574601512.0,9046922533.0,5147313970.0,6934109634.0,11073816672.0,11846377089.0,22233526809.0,8070656768.0,16198203322.0,8810004747.0,10357176672.0,8026974858.0,16792766560.0,5371188447.0,6001686442.0,4321672424.0,17474032695.0,10003492156.0,11592043695.0,18319073245.0,36148963079.0,15314395584.0,17829079569.0,22351608610.0,20270062745.0,8345605042.0,13714066803.0,18881409419.0
6. Phải trả người lao động,5072892917.0,10263038125.0,9976620210.0,9183109672.0,18575829501.0,,14965955721.0,,24694791796.0,30053329705.0,11354936718.0,4061016192.0,7174070064.0,7310119353.0,6327741094.0,5428849401.0,7323832353.0,13364145647.0,4921888111.0,7487025746.0,6584942125.0,6270859832.0,1347525598.0,2079515087.0,2242697980.0,7819651958.0,2419838841.0,3585545621.0,4138856576.0,8901110226.0,4255838002.0,4794400033.0,5247651899.0,14835908557.0,6370407856.0,7201377140.0,7131862882.0,11721351297.0,7473611312.0,6656642294.0,6593615460.0,14095250032.0,6310854399.0,5920053497.0,5851702722.0,14583956716.0,6929945530.0,6151792485.0,8421353963.0,15931102247.0,7873970034.0,8641423309.0,8578001442.0,20717952783.0,7455537167.0,9071373730.0,8467860608.0,18649061806.0,8160286342.0,8642132273.0,9089994958.0,16851146160.0,9076086622.0,8243603698.0,6773825609.0,13029723920.0,10102750674.0,10494026209.0,10266117485.0,14992488628.0,9261114379.0,10069697453.0,9125632547.0
7. Chi phí phải trả ngắn hạn,15681817293.0,21237937707.0,16362399486.0,3331041473.0,3370702575.0,,4381657205.0,,3986017425.0,2435451357.0,2088960962.0,753279746.0,122529284.0,0.0,0.0,0.0,10000000.0,605269930.0,412936567.0,913878438.0,524380438.0,291904075.0,271904075.0,1235708051.0,357969075.0,514109994.0,129240858.0,547769719.0,351822736.0,5562968566.0,8913292922.0,3073942565.0,7754844232.0,2122314913.0,867124589.0,1192113630.0,1063136391.0,864260601.0,804347280.0,787690047.0,692887169.0,614784321.0,226363176.0,496643071.0,376027749.0,4660378698.0,6816573643.0,8065078068.0,2721565408.0,25234558280.0,20276722282.0,35978174204.0,36665986662.0,61227402333.0,36835288827.0,33187443664.0,11742571179.0,11337718417.0,9687777876.0,19343045478.0,22014793420.0,49140223049.0,43244801193.0,68473960028.0,66562558999.0,60830111045.0,64296876784.0,76315177013.0,81684220248.0,50784881329.0,55180499174.0,78388149491.0,85502992722.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,362572617.0,0.0,1667656297.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,680505878.0,5780312686.0,13343938587.0,29060300318.0,4037650742.0,1535926643.0,1141695928.0,487737412.0,547560502.0,989339695.0,1378730440.0,801355824.0,442789834.0,471010545.0,2815593421.0,1044300514.0,2821891449.0,1738784407.0,2828857439.0,1842469463.0,2206406925.0,1339151849.0,3948123311.0,72527460115.0,2316498176.0,2512978413.0,3733587052.0,2155560694.0,2888200746.0,,2778715044.0,1084127066.0
11. Phải trả ngắn hạn khác,30599009959.0,33313300144.0,16489929425.0,69768643686.0,35041799994.0,,383843446875.0,,52099770965.0,96192850567.0,187916815576.0,113436227416.0,85513355086.0,33090189214.0,32961752943.0,40356667892.0,32531377993.0,86357197017.0,87356772643.0,33615698951.0,14603852282.0,74320699180.0,58839050833.0,25412391326.0,12039131449.0,28526692708.0,27543898311.0,9918818982.0,21487329021.0,9007521155.0,8886610532.0,12111050086.0,12118884513.0,9485266616.0,10419070095.0,10706984720.0,7474032797.0,10806362077.0,6711634340.0,19321190316.0,17701096089.0,29446497337.0,20808614315.0,30523123630.0,29708525396.0,41005590659.0,51799795048.0,43142121723.0,48691775120.0,29848835290.0,89491813721.0,228646049679.0,115083909415.0,170722838713.0,380195953953.0,425528465210.0,1182787835455.0,1333569206483.0,1683684052446.0,2146693122932.0,1930036580263.0,1134216371727.0,928894339205.0,887280898290.0,817836003797.0,839994604071.0,1128941313717.0,935446139262.0,920054585272.0,666940705122.0,368520297762.0,672476719394.0,717772273438.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,11527184647.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
13. Quỹ khen thưởng phúc lợi,6643332550.0,13419997086.0,8576729272.0,5981408592.0,1666439592.0,,28725208256.0,,3385118479.0,8451926873.0,828397851.0,-131626968.0,-270169308.0,-953514308.0,384410796.0,681864504.0,867370586.0,11574238034.0,6507686913.0,5156241374.0,1305514340.0,5932384890.0,2519271557.0,-420858272.0,-632003727.0,32993786.0,594493015.0,542493015.0,292280736.0,7061906986.0,2340105729.0,2069851488.0,1703480865.0,-1720433242.0,5992421816.0,4742493376.0,3365013877.0,11913794985.0,8240160279.0,1532493845.0,1208170982.0,2316628836.0,1158206895.0,2786477692.0,912979746.0,6255918002.0,2805685613.0,2649913181.0,1947787652.0,9127883909.0,5877536432.0,4952000121.0,2897013774.0,1859176482.0,4846715465.0,3609146692.0,2535681246.0,2261125528.0,2116358963.0,8444819514.0,5389902823.0,5916198746.0,5274514586.0,9379187836.0,8619845477.0,8442134992.0,7926608916.0,8943855500.0,8639509464.0,7589614216.0,6868344983.0,8096021474.0,7201009233.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
