Item,Q4 2006,Q4 2007,Q4 2008,Q4 2009,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,103779958788.0,292645486835.0,377769691420.0,549583796590.0,627271670843.0,826313120760.0,935850995905.0,999759277390.0,778212497981.0,804649209323.0,898272039560.0,848876318106.0,822236555861.0,756819616306.0,629200455198.0,574393010614.0,572899669802.0,524346633729.0,616290771724.0,616832402315.0,568606299746.0,620146916305.0,699667882361.0,726370096860.0,662860658479.0,682473184498.0,716601280422.0,763111818879.0,1060198897942.0,1041588198094.0,839370805399.0,790627059968.0,883593203615.0,802381351795.0,768877823774.0,696376190032.0,738767717923.0,720280896310.0,774944243700.0,721030334203.0,717994364729.0,691361335751.0,1112489361460.0,958371141547.0,918280736083.0,815261510012.0,1206093124199.0,1108378119659.0,1060106003128.0,1013286710743.0,878345287612.0,834550109087.0,777664227091.0,875170907318.0,821041773931.0,804721349820.0
I. Tiền và các khoản tương đương tiền,1680270311.0,3653530353.0,36950509855.0,37960063573.0,15983492565.0,83279787655.0,177486629222.0,245904239090.0,100944629471.0,125608915739.0,425121911240.0,399794376888.0,373937739589.0,297979945154.0,212620984620.0,123730993207.0,167327276257.0,105411104648.0,102113629277.0,79331685005.0,21095574222.0,13196135649.0,54385152551.0,158165336623.0,82928728928.0,109498438282.0,70756440806.0,72339404573.0,39919334881.0,45254426948.0,102917130476.0,100964271090.0,119032476559.0,155821990699.0,153707069113.0,158088866887.0,86049894421.0,73968310820.0,105654744462.0,66740953252.0,41689452073.0,34431340148.0,42073704656.0,54910243457.0,56997978133.0,50964118164.0,305194698884.0,176742327049.0,195398543483.0,250113287081.0,154654621594.0,75392343211.0,126565710876.0,78872657094.0,72857921506.0,34856888233.0
1. Tiền,1680270311.0,3653530353.0,28150509855.0,11960063573.0,15088492565.0,77384787655.0,33091629222.0,68789239090.0,16844629471.0,31508915739.0,29671911240.0,71818821888.0,123142184589.0,74634390154.0,41725429620.0,45085438207.0,50881721257.0,8965549648.0,17113629277.0,12438353325.0,9095574222.0,5037664849.0,43232892565.0,35887722957.0,21301115263.0,9330106602.0,26981440806.0,31686404573.0,18166334881.0,15301426948.0,51964130476.0,26711271090.0,3832476559.0,17621990699.0,46307069113.0,19888866887.0,15849894421.0,12268310820.0,56354744462.0,12040953252.0,26989452073.0,21811340148.0,33114492095.0,24935135127.0,29454579888.0,22584118164.0,288814698884.0,166362327049.0,194398543483.0,239413287081.0,118932163512.0,53647240245.0,38565710876.0,15872657094.0,31357921506.0,18356888233.0
2. Các khoản tương đương tiền,0.0,0.0,8800000000.0,26000000000.0,895000000.0,5895000000.0,144395000000.0,177115000000.0,84100000000.0,94100000000.0,395450000000.0,327975555000.0,250795555000.0,223345555000.0,170895555000.0,78645555000.0,116445555000.0,96445555000.0,85000000000.0,66893331680.0,12000000000.0,8158470800.0,11152259986.0,122277613666.0,61627613665.0,100168331680.0,43775000000.0,40653000000.0,21753000000.0,29953000000.0,50953000000.0,74253000000.0,115200000000.0,138200000000.0,107400000000.0,138200000000.0,70200000000.0,61700000000.0,49300000000.0,54700000000.0,14700000000.0,12620000000.0,8959212561.0,29975108330.0,27543398245.0,28380000000.0,16380000000.0,10380000000.0,1000000000.0,10700000000.0,35722458082.0,21745102966.0,88000000000.0,63000000000.0,41500000000.0,16500000000.0
II. Các khoản đầu tư tài chính ngắn hạn,0.0,490000000.0,370000000.0,37265250000.0,31160000000.0,18560000000.0,16160000000.0,11878052264.0,27398052264.0,21248052264.0,19258638845.0,23078638845.0,22158638845.0,22158638845.0,10658638845.0,10025000000.0,6259850000.0,6179850000.0,3888500000.0,12129996983.0,20193891240.0,20243891240.0,19271543907.0,16201543907.0,11921897150.0,7201543907.0,7201543907.0,2451543907.0,3451543907.0,5751543907.0,4751543907.0,4751543907.0,25020566140.0,23720566140.0,19567295740.0,31067295740.0,52867295740.0,60867295740.0,40407295740.0,37507295740.0,37894895740.0,12252295740.0,12912295740.0,20912295740.0,23112295740.0,28112295740.0,23922295740.0,24274077269.0,28936781529.0,28936781529.0,27245487699.0,27444538048.0,27607113818.0,54092113818.0,83288003000.0,88388003000.0
1. Chứng khoán kinh doanh,0.0,490000000.0,370000000.0,37265250000.0,31160000000.0,18560000000.0,16160000000.0,11878052264.0,27398052264.0,21248052264.0,19258638845.0,23078638845.0,22158638845.0,22158638845.0,10658638845.0,10025000000.0,6259850000.0,6179850000.0,3888500000.0,15092715740.0,23062715740.0,23112715740.0,22234215740.0,19164215740.0,25515114564.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,4414215740.0,67295740.0,30067295740.0,30067295740.0,20067295740.0,14257295740.0,7457295740.0,7514895740.0,4257295740.0,4257295740.0,4257295740.0,4257295740.0,4257295740.0,67295740.0,67295740.0,0.0,0.0,0.0,498543390.0,687587828.0,687587828.0,723320938.0,723320938.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2962718757.0,-2868824500.0,-2868824500.0,-2962671833.0,-2962671833.0,-20343217414.0,-2962671833.0,-2962671833.0,-2962671833.0,-2962671833.0,-2962671833.0,-2962671833.0,-2962671833.0,-1193649600.0,-1193649600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-263156155.0,-263156155.0,-435317938.0,-435317938.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6750000000.0,5750000000.0,5750000000.0,1000000000.0,2000000000.0,4300000000.0,3300000000.0,3300000000.0,21800000000.0,20500000000.0,19500000000.0,1000000000.0,22800000000.0,40800000000.0,26150000000.0,30050000000.0,30380000000.0,7995000000.0,8655000000.0,16655000000.0,18855000000.0,23855000000.0,23855000000.0,24206781529.0,28936781529.0,28936781529.0,27245487699.0,26945994658.0,27182682145.0,53667682145.0,83000000000.0,88100000000.0
III. Các khoản phải thu ngắn hạn,19519903651.0,125477417430.0,116475032998.0,354119606647.0,384995744761.0,462127109513.0,602092446505.0,547389221760.0,476857781432.0,526579642049.0,346165010002.0,303818956043.0,314297780797.0,315137833458.0,303016230402.0,304016164623.0,272665562114.0,288120596887.0,399180117718.0,402165212808.0,395924364579.0,394994256991.0,478530695559.0,377286772544.0,423540241602.0,393352338519.0,494790300607.0,398382637666.0,487859642457.0,739534715593.0,607946459731.0,518520311103.0,527549582132.0,422693312923.0,394957673693.0,291907961883.0,404369257011.0,394851111605.0,460973996224.0,439155205837.0,449714283171.0,450242790194.0,835784656333.0,628261530576.0,583682325653.0,524094296240.0,643494328450.0,691188927817.0,667354940978.0,575377695103.0,556366668916.0,566359404702.0,470526244909.0,590353682832.0,535159183675.0,548665545739.0
1. Phải thu ngắn hạn của khách hàng,15480919292.0,118466119250.0,66824283644.0,298652668045.0,300001892487.0,386262873371.0,488040059176.0,447804769700.0,408265366675.0,451103633773.0,199409068556.0,191495857262.0,200499720269.0,227848922777.0,252137660344.0,233789986741.0,205190606296.0,226602827521.0,343909784079.0,335563398421.0,317941075067.0,299835811853.0,397427735291.0,308382772703.0,315176360574.0,306577271689.0,404076626545.0,292043891360.0,384603126516.0,629381841788.0,529497657730.0,444426799518.0,448631669421.0,353260879189.0,316817127555.0,211145750262.0,238425219302.0,253851857648.0,309996645383.0,300423072383.0,276626392490.0,271638258581.0,700806066617.0,499394890016.0,479559874991.0,395866468933.0,544917216320.0,568648255540.0,559138008519.0,459127424640.0,429460309137.0,456442806659.0,338604953223.0,470284608202.0,429608842347.0,425426720890.0
2. Trả trước cho người bán,2014314153.0,2086880883.0,23915710897.0,24773269906.0,64735411976.0,58280944289.0,59360919860.0,59332091804.0,47072210348.0,53564206078.0,62924819554.0,60189035837.0,63165907376.0,42219983041.0,37636241710.0,33803159239.0,30505391659.0,28032972012.0,28831655733.0,29072638844.0,36070278469.0,52328057263.0,47372446601.0,39428263422.0,42334903212.0,44724379609.0,54672376310.0,42341767686.0,38499897459.0,48478349235.0,33515089895.0,32882207059.0,29200102025.0,28567402936.0,42050278239.0,38161829704.0,135542647544.0,103641233699.0,113651460655.0,105269707594.0,141136586929.0,139166185604.0,100208328184.0,97309986095.0,91548145363.0,105267557251.0,87833842603.0,114424340907.0,106513629100.0,93633689899.0,123025012931.0,98838791209.0,125261468645.0,128013540991.0,89080199692.0,89217864713.0
3. Phải thu nội bộ ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000000.0,6000000000.0,6000000000.0,24575000000.0,22375000000.0,19375000000.0,29875000000.0,31175000000.0,25642436000.0,22304086000.0,28286650000.0,24186650000.0,16600000000.0,16100000000.0,16100000000.0,16100000000.0,16100000000.0,23642000000.0,23642000000.0,22992000000.0,22992000000.0,21742000000.0,18842000000.0,18842000000.0,14192000000.0,14192000000.0,6292000000.0,6292000000.0,3392000000.0,3392000000.0,5732000000.0,9732000000.0
6. Phải thu ngắn hạn khác,2024670206.0,6426805296.0,26051540563.0,34398347832.0,23963119434.0,21287970989.0,64607884200.0,42317355702.0,23585199855.0,23976797644.0,86541257170.0,55263165518.0,52736373734.0,47173148222.0,36361554710.0,59555745005.0,58674652286.0,55189885481.0,59691343064.0,62781840701.0,68003728592.0,48172176117.0,36777899207.0,32523121959.0,58272925551.0,39063842956.0,33897830083.0,43278510951.0,49064686134.0,48982592222.0,40737277003.0,35714869423.0,44870734882.0,39356304994.0,34772251186.0,45382365204.0,40770023452.0,48226653545.0,46268913987.0,42405449661.0,40927627553.0,40872669810.0,36204585333.0,34200437771.0,27724251636.0,39360216393.0,30043215864.0,28543782804.0,23380754793.0,34433771998.0,32255770005.0,39452229991.0,37934246198.0,23329956796.0,51959593247.0,65510411747.0
7. Dự phòng phải thu ngắn hạn khó đòi,0.0,-1502387999.0,-316502106.0,-3704679136.0,-3704679136.0,-3704679136.0,-9916416731.0,-2064995446.0,-2064995446.0,-2064995446.0,-2710135278.0,-3129102574.0,-2104220582.0,-2104220582.0,-23119226362.0,-23132726362.0,-21705088127.0,-21705088127.0,-33252665158.0,-25252665158.0,-26090717549.0,-5341788242.0,-3047385540.0,-3047385540.0,-3243947735.0,-3013155735.0,-3856532331.0,-3856532331.0,-6683067652.0,-6683067652.0,-25678564897.0,-25678564897.0,-20795360196.0,-20795360196.0,-26968633287.0,-26968633287.0,-26968633287.0,-26968633287.0,-25043023801.0,-25043023801.0,-25076323801.0,-25076323801.0,-25076323801.0,-25635783306.0,-38141946337.0,-38141946337.0,-38141946337.0,-39269451434.0,-35869451434.0,-26009191434.0,-34666423157.0,-34666423157.0,-34666423157.0,-34666423157.0,-41221451611.0,-41221451611.0
IV. Tổng hàng tồn kho,60633818617.0,148078151027.0,202881347085.0,81622220335.0,114706302764.0,232594588992.0,109302346051.0,159966601578.0,144284202380.0,92354969823.0,63089006678.0,85625433192.0,84097015478.0,87936733358.0,78756817042.0,102705073209.0,99083658555.0,98956343140.0,84920825591.0,94854451474.0,93921696875.0,150952157758.0,113006519776.0,154624510498.0,133378518578.0,158833442320.0,140268475114.0,279843397173.0,512538702355.0,247222808208.0,120480147264.0,161057285535.0,208456312274.0,196832427758.0,197328377409.0,210739524955.0,194153325341.0,187609437212.0,166456803518.0,175010771542.0,187061008328.0,192254949927.0,220602838433.0,252477204200.0,252760456476.0,210612455248.0,232086855136.0,213929586304.0,167276207519.0,157661936129.0,138755044899.0,155648945932.0,143987075814.0,144302049838.0,123929814709.0,126579247816.0
1. Hàng tồn kho,60633818617.0,148078151027.0,202881347085.0,81622220335.0,114706302764.0,232594588992.0,109302346051.0,159966601578.0,144284202380.0,92354969823.0,63089006678.0,85625433192.0,84097015478.0,87936733358.0,78756817042.0,102705073209.0,99083658555.0,98956343140.0,84920825591.0,94854451474.0,93921696875.0,150952157758.0,113006519776.0,154624510498.0,133435216308.0,158890140050.0,140706405826.0,281583153280.0,515613818822.0,250165707889.0,120726034590.0,161285224881.0,208684251620.0,197060367104.0,197328377409.0,210739524955.0,194153325341.0,187609437212.0,166456803518.0,175010771542.0,187061008328.0,192254949927.0,220602838433.0,252477204200.0,252760456476.0,210612455248.0,232086855136.0,213929586304.0,167276207519.0,157661936129.0,138755044899.0,155648945932.0,143987075814.0,144302049838.0,123929814709.0,126579247816.0
2. Dự phòng giảm giá hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56697730.0,-56697730.0,-437930712.0,-1739756107.0,-3075116467.0,-2942899681.0,-245887326.0,-227939346.0,-227939346.0,-227939346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V. Tài sản ngắn hạn khác,21945966209.0,14946388025.0,21092801482.0,38616656035.0,80426130753.0,29751634600.0,30809574127.0,34621162698.0,28727832434.0,38857629448.0,44637472795.0,36558913138.0,27745381152.0,33606465491.0,24147784289.0,33915779575.0,27563322876.0,25678739054.0,26187699138.0,28351056045.0,37470772830.0,40760474667.0,34473970568.0,20091933288.0,11091272221.0,13587421470.0,3584519988.0,10094835560.0,16429674342.0,3824703438.0,3275524021.0,5333648333.0,3534266510.0,3313054275.0,3317407819.0,4572540567.0,1327945410.0,2984740933.0,1451403756.0,2616107832.0,1634725417.0,2179959742.0,1115866298.0,1809867574.0,1727680081.0,1478344620.0,1394945989.0,2243201220.0,1139529619.0,1197010901.0,1323464504.0,9704877194.0,8978081674.0,7550403736.0,5806851041.0,6231665032.0
1. Chi phí trả trước ngắn hạn,0.0,37800000.0,34810599.0,4123207189.0,2049077712.0,2094782013.0,531811227.0,5441349310.0,3634650037.0,1885541545.0,1312725938.0,292367120.0,272404906.0,346597458.0,341492527.0,2479519159.0,365548030.0,338799704.0,442445478.0,526164857.0,653980417.0,787102632.0,666394101.0,322758762.0,437951152.0,543987411.0,630769939.0,659235142.0,504824306.0,744934418.0,574208876.0,400845055.0,735714508.0,576563735.0,579406213.0,460454817.0,493118630.0,2049019758.0,725728993.0,1722507335.0,945241165.0,720869882.0,294664205.0,1078418568.0,980783219.0,684702611.0,570526862.0,1374478107.0,337603623.0,367659865.0,466154828.0,3606249504.0,3052726089.0,1973841605.0,566663541.0,1315234806.0
2. Thuế giá trị gia tăng được khấu trừ,3387000.0,54214024.0,2166489003.0,906464200.0,1220137235.0,1754552522.0,1516648107.0,1454264718.0,1314986626.0,2404701227.0,4989732995.0,4208213147.0,2279218448.0,4168302617.0,3545955951.0,6880878094.0,8049846892.0,6509855424.0,5363828017.0,5821931704.0,3692628059.0,7356126992.0,10100841354.0,9812451694.0,10653321069.0,13043434059.0,2953750049.0,9381680433.0,15918894881.0,3079769020.0,2701315145.0,4932803278.0,2798552002.0,2736490540.0,2738001606.0,4112085750.0,834826780.0,935721175.0,725674763.0,893600497.0,689484252.0,1459089860.0,821202093.0,731449006.0,746896862.0,793642009.0,800687938.0,844991924.0,801925996.0,829351036.0,857309676.0,6086779692.0,5913507587.0,5564714133.0,5240187500.0,4914924925.0
3. Thuế và các khoản phải thu Nhà nước,0.0,5436000.0,5436000.0,952024.0,9020167.0,748563.0,5436000.0,20444646.0,26306951.0,34697860.0,25880646.0,25880646.0,25880646.0,25880646.0,5436000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53919985.0,5955155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23731189.0,23731189.0,0.0,0.0,0.0,11847998.0,11847998.0,11847998.0,0.0,1505301.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,21942579209.0,14848938001.0,18886065880.0,33586032622.0,77147895639.0,25901551502.0,28755678793.0,27705104024.0,23751888820.0,34532688816.0,38309133216.0,32032452225.0,25167877152.0,29065684770.0,20254899811.0,24555382322.0,19147927954.0,18830083926.0,20381425643.0,22002959484.0,33124164354.0,32617245043.0,23706735113.0,9956722832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,9767813535.0,61227843944.0,60831026120.0,139716232071.0,183831439368.0,187403118467.0,214173852937.0,221994035409.0,234802963967.0,239249850094.0,232031252098.0,243269690382.0,248750426561.0,267083609950.0,311109954521.0,331152534101.0,353986655361.0,356632664823.0,354151462556.0,333427715582.0,324371486452.0,343217757341.0,386850799277.0,390371850670.0,394297596926.0,358677827317.0,416047074341.0,405371606726.0,374965300132.0,370160704673.0,322275591704.0,317409518005.0,296002880300.0,290204471942.0,287911869852.0,282210531061.0,255013485941.0,282624886546.0,280307049735.0,275934783995.0,304986400340.0,307068181637.0,301570610476.0,299623223615.0,296482753003.0,293415836244.0,292342684894.0,302207097826.0,302941378196.0,247998182352.0,268853648954.0,318388440030.0,318599478431.0,325862467839.0,323619946726.0,332005260569.0
I. Các khoản phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95175000.0,95175000.0,94860000.0,94860000.0,0.0,0.0,0.0,0.0,938010000.0,938010000.0,95182713962.0,95182713962.0,80299218962.0,80299218962.0,57734973962.0,57734973963.0,39827822044.0,39827822045.0,39917664544.0,39917664544.0,17001812044.0,17001812044.0,17002779544.0,16977872044.0,181700001.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,52500000.0,8952500000.0,8952500000.0,6052500000.0,6052500000.0
1. Phải thu dài hạn của khách hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94241688962.0,94241688962.0,79358688962.0,79358688962.0,57632688962.0,57632688963.0,39725672044.0,39725672045.0,39725672044.0,39725672044.0,16808672044.0,16808672044.0,16808672044.0,16808672044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900000000.0,8900000000.0,6000000000.0,6000000000.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95175000.0,95175000.0,94860000.0,94860000.0,0.0,0.0,0.0,0.0,938010000.0,938010000.0,941025000.0,941025000.0,940530000.0,940530000.0,102285000.0,102285000.0,102150000.0,102150000.0,191992500.0,191992500.0,193140000.0,193140000.0,194107500.0,169200000.0,181700001.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,181700000.0,52500000.0,52500000.0,52500000.0,52500000.0,52500000.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,7145392456.0,11221948346.0,22254574393.0,23528893273.0,28114711225.0,29107851066.0,30175357931.0,41480765517.0,47659859348.0,49060095179.0,46721719421.0,44096808011.0,42681683402.0,47381245537.0,49906638719.0,114110169836.0,123608937688.0,122787952487.0,134066892957.0,130093691006.0,133095003970.0,128885375972.0,175983403567.0,171026042711.0,167542206284.0,162139221084.0,156894232164.0,149438451508.0,139434790402.0,137857215580.0,127727451253.0,120691175030.0,118872343186.0,113168601213.0,111293445343.0,104864237937.0,100614337210.0,96796319636.0,92495500245.0,88996726993.0,86132080221.0,88224332665.0,81023827337.0,78617645801.0,71001409033.0,68300394012.0,66946209284.0,64546796472.0,63770158288.0,9409437868.0,10808666196.0,65407825948.0,64509925170.0,69118801906.0,69610424937.0,68493105943.0
1. Tài sản cố định hữu hình,6901733073.0,8566756556.0,19482158196.0,13529533179.0,18284812229.0,18094930576.0,19328729808.0,30865763094.0,37234815958.0,38783344156.0,36634927419.0,33044342876.0,31750397195.0,36444845164.0,38750242575.0,103189458306.0,112995059391.0,112419530670.0,123906083353.0,120184857201.0,119526301949.0,114511900386.0,163124460128.0,161467173000.0,159020753622.0,154713513385.0,151325682010.0,143765817321.0,135840279838.0,134105179954.0,123528970915.0,117722589715.0,113728819677.0,108780484065.0,103936532833.0,101165090095.0,95496759950.0,91942329354.0,87419026296.0,84410827987.0,81966438848.0,84477514242.0,77598222955.0,75511828686.0,67918882896.0,65394833031.0,64217613459.0,61995165803.0,61395492775.0,7211088659.0,8728885895.0,63446614554.0,62667282684.0,65027041280.0,65728988585.0,64815162865.0
Nguyên giá,9125125467.0,12574315895.0,27345351321.0,27402011678.0,23797426577.0,24437778261.0,25882892262.0,39072851221.0,47356655874.0,50986715445.0,51219195337.0,49541204598.0,50475431613.0,57249079340.0,61978869270.0,130234892579.0,139986928417.0,142751143876.0,160678682723.0,152399997428.0,156576315897.0,155216238245.0,206068607800.0,212526818318.0,215078376133.0,216717079680.0,219078162166.0,218978173847.0,219951696825.0,225343080391.0,216691978550.0,187894570388.0,189358043458.0,189875293988.0,191279706908.0,191580224391.0,187035216284.0,180690845126.0,181283227852.0,184699376958.0,188764764126.0,196628417273.0,189679783791.0,190528857760.0,181659573397.0,181853407032.0,183196233398.0,183226687943.0,183524246127.0,85681617415.0,87619347126.0,143774857380.0,144408827398.0,148212431273.0,150193474910.0,150625554801.0
Giá trị hao mòn lũy kế,-2223392394.0,-4007559339.0,-7863193125.0,-13872478499.0,-5512614348.0,-6342847685.0,-6554162454.0,-8207088127.0,-10121839916.0,-12203371289.0,-14584267918.0,-16496861722.0,-18725034418.0,-20804234176.0,-23228626695.0,-27045434273.0,-26991869026.0,-30331613206.0,-36772599370.0,-32215140227.0,-37050013948.0,-40704337859.0,-42944147672.0,-51059645318.0,-56057622511.0,-62003566295.0,-67752480156.0,-75212356526.0,-84111416987.0,-91237900437.0,-93163007635.0,-70171980673.0,-75629223781.0,-81094809923.0,-87343174075.0,-90415134296.0,-91538456334.0,-88748515772.0,-93864201556.0,-100288548971.0,-106798325278.0,-112150903031.0,-112081560836.0,-115017029074.0,-113740690501.0,-116458574001.0,-118978619939.0,-121231522140.0,-122128753352.0,-78470528756.0,-78890461231.0,-80328242826.0,-81741544714.0,-83185389993.0,-84464486325.0,-85810391936.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
