Item,Q4 2007,Q4 2008,Q2 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV. Tài sản dở dang dài hạn,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575241458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575241458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V. Các khoản đầu tư tài chính dài hạn,,,,32112595000.0,35228455000.0,35228455000.0,37228455000.0,37228455000.0,36773059800.0,35557873100.0,35557873100.0,34623114100.0,34623114100.0,35277445400.0,35277445400.0,36047683138.0,36047683138.0,33954565579.0,33954565579.0,34059258579.0,32434797486.0,32789483263.0,32789483263.0,32722247957.0,32722244728.0,27499312959.0,27499312959.0,27499312959.0,27564919355.0,27564919355.0,27564919355.0,15949909758.0,15949909758.0,15972800491.0,15806038884.0,15806038884.0,15806038884.0,15068647261.0,15068647261.0,15068647261.0,15068647261.0,15068647261.0,14801298665.0,14531924331.0,16531924331.0,16360750059.0,16360750059.0,14625247966.0,14625247966.0,14629321544.0,14278437005.0,14278437005.0,14276411268.0,14269511249.0,14269511249.0,14269511249.0,14269511249.0,14009614698.0,14009614698.0
1. Đầu tư vào công ty con,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",,,,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24188455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư khác vào công cụ vốn,,,,31072595000.0,34188455000.0,34188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,36188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,-9910017995.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0,24188455000.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,,,,0.0,0.0,0.0,0.0,0.0,-455395200.0,-1670581900.0,-1670581900.0,-2605340900.0,-2605340900.0,-1951009600.0,-1951009600.0,-1180771862.0,-1180771862.0,-3273889421.0,-3273889421.0,-3169196421.0,-3753657514.0,-3398971737.0,-3398971737.0,-3466207043.0,-3466210272.0,-8689142041.0,-8689142041.0,-8689142041.0,-8623535645.0,-8623535645.0,-8623535645.0,-8238545242.0,-8238545242.0,-8215654509.0,-8382416116.0,-8382416116.0,-8382416116.0,-9119807739.0,-9119807739.0,-9119807739.0,-9119807739.0,-9119807739.0,-9387156335.0,-9656530669.0,-9656530669.0,-9827704941.0,-9827704941.0,-9563207034.0,-9563207034.0,-9559133456.0,-9910017995.0,0.0,-9912043732.0,-9918943751.0,-9918943751.0,-9918943751.0,-9918943751.0,-10178840302.0,-10178840302.0
5. Đầu tư nắm giữ đến ngày đáo hạn,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000000.0,2000000000.0,2000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,,,,259315020.0,232769140.0,4345454.0,4345454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68610369.0,0.0,106732500.0,16732500.0,0.0,0.0,0.0,0.0,0.0,1126954404.0,2482366811.0,2347861301.0,2213355791.0,2252011042.0,2061247293.0,1870483545.0,1679719798.0,1546310799.0,1412901800.0,1279492802.0,1338900653.0,1774509472.0,1569335396.0,1500994652.0,1408564793.0,878888991.0,935563137.0,341490978.0,372076620.0,2030446498.0,4910290238.0,4850687836.0,5124325447.0,5986437500.0,5847913885.0,6078410283.0,5862053558.0,5637276439.0,4824482474.0,4588233848.0
1. Chi phí trả trước dài hạn,,,,259315020.0,232769140.0,4345454.0,4345454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68610369.0,0.0,106732500.0,16732500.0,0.0,0.0,0.0,0.0,0.0,1126954404.0,2482366811.0,2347861301.0,2213355791.0,2252011042.0,2061247293.0,1870483545.0,1679719798.0,1546310799.0,1412901800.0,1279492802.0,1338900653.0,1774509472.0,1569335396.0,1500994652.0,1120055796.0,537398013.0,594072159.0,0.0,0.0,1658369878.0,4538213618.0,4478611216.0,4773174778.0,5636096231.0,5497572616.0,5728069014.0,5525825590.0,5301048471.0,4488254506.0,4252005880.0
2. Tài sản Thuế thu nhập hoãn lại,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288508997.0,341490978.0,341490978.0,341490978.0,372076620.0,372076620.0,372076620.0,372076620.0,351150669.0,350341269.0,350341269.0,350341269.0,336227968.0,336227968.0,336227968.0,336227968.0
3. Tài sản dài hạn khác,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,303943000000.0,319963000000.0,264849000000.0,265548020620.0,285926780029.0,249655332980.0,251421764958.0,233478728906.0,229412809830.0,219133874843.0,190135638398.0,189234498822.0,193246369903.0,181239340975.0,185716221732.0,191300539041.0,203966071485.0,207391810455.0,197357247003.0,207502871408.0,189246045041.0,191722767674.0,200048479868.0,261308846416.0,214042197072.0,199157013454.0,197872379506.0,213147869266.0,219783960176.0,226368576503.0,219402048429.0,198381225640.0,182493817080.0,176988842439.0,185524672186.0,205728880437.0,231446328235.0,205135063420.0,188316003479.0,212163707052.0,178205648290.0,178503150047.0,172641509207.0,189816584076.0,172352294439.0,169856566491.0,149734998744.0,158478156329.0,145838185504.0,148518091582.0,148102880770.0,170433837560.0,151458655100.0,130053088050.0,137403143269.0,154403948496.0,144493119715.0,137775697840.0,142421867089.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,203897000000.0,232879000000.0,188833000000.0,190257652226.0,209848115953.0,175536262289.0,176558629945.0,156480504004.0,152645697916.0,145350104513.0,115364543147.0,111166932226.0,116484472250.0,109164868116.0,112876376976.0,114525445811.0,124234800536.0,132367995583.0,120864960871.0,125112476326.0,106242739212.0,110366906350.0,117800475135.0,177633302813.0,128626558166.0,116388513759.0,115146229314.0,128276641196.0,134058235710.0,144390208103.0,135615211333.0,112938225218.0,96624713482.0,94322953579.0,100431671516.0,119291739620.0,144262712913.0,120826350768.0,103263897779.0,124989149902.0,89950797080.0,93359526066.0,86059141725.0,101757872013.0,83606590732.0,84574946258.0,63911823645.0,74552778915.0,61300462447.0,67142950467.0,66090352752.0,88876766332.0,69631060411.0,49438634791.0,56252194370.0,72978887267.0,62596205899.0,59305682087.0,63488559246.0
I. Nợ ngắn hạn,203897000000.0,232879000000.0,188833000000.0,187508260925.0,209680524651.0,172952906988.0,173988195594.0,154029092415.0,150169313963.0,143010662174.0,113109815960.0,108851176799.0,114146898641.0,106955646022.0,110601700337.0,112421393414.0,122084705695.0,130541245632.0,118987227380.0,123394323407.0,104474980071.0,108760832057.0,116140680668.0,176133768951.0,127102364225.0,111515857316.0,113761295979.0,125703974027.0,131453862365.0,102224094758.0,93995786810.0,89726367185.0,73412855449.0,74001028881.0,84971825818.0,110514479168.0,137485452461.0,120116502748.0,101971265862.0,123696517981.0,89297365163.0,92097559695.0,84843043137.0,100722199808.0,82933985193.0,83902340719.0,63239218106.0,73880173376.0,60636681438.0,67142950467.0,66090352752.0,88876766332.0,69631060411.0,49438634791.0,56252194370.0,72978887267.0,62596205899.0,59305682087.0,63488559246.0
1. Vay và nợ thuê tài chính ngắn hạn,0.0,0.0,0.0,2740295800.0,1632015000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6959398138.0,41264255446.0,20338335252.0,29236039715.0,33003663492.0,24525104959.0,38632996600.0,11702940662.0,9090583332.0,14642297765.0,4408387613.0,4713207565.0,3614818410.0,16387453485.0,14572635075.0,16003657900.0,4493871900.0,11575477431.0,976300000.0,14425613600.0,7189970000.0,10297750000.0,1299626800.0,299626800.0,0.0,0.0,0.0,0.0,1568875000.0,4496800000.0,0.0,890540000.0,0.0,749520000.0,0.0,0.0,500000000.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,113185000000.0,145427000000.0,124010000000.0,119072353571.0,141737174175.0,106903160381.0,111698027939.0,94296345268.0,92755272914.0,84764806105.0,56987250327.0,53587822599.0,61775296093.0,54323422797.0,56876467870.0,61067198397.0,64484079809.0,75810013637.0,65726796921.0,67595789697.0,60073369556.0,58986365705.0,60035470384.0,90931541891.0,72299031751.0,57795175030.0,55040590806.0,69774729104.0,61383975444.0,60606194570.0,52930432057.0,44733293333.0,38597671737.0,31843712497.0,31999025691.0,44828635231.0,49774089279.0,37008361155.0,37713596579.0,49042268146.0,56234350413.0,40613116753.0,39538011864.0,48039735639.0,41617437221.0,41427882098.0,28492728861.0,30840679520.0,27054350020.0,25666858917.0,26400202976.0,31066734133.0,23507704322.0,14331077915.0,14523276715.0,21221253553.0,12701477164.0,16395679703.0,14133768890.0
4. Người mua trả tiền trước,2836000000.0,6529000000.0,1528000000.0,1681894622.0,2367183650.0,1700542995.0,1659533127.0,1562241251.0,1650751784.0,1570162259.0,1865985724.0,1787555434.0,1315614160.0,1340883579.0,3862390848.0,1809593251.0,8512469631.0,5979029045.0,2921159714.0,20830022791.0,11319208216.0,18158069282.0,17882671004.0,8627485794.0,2195906745.0,240714650.0,1469679589.0,2254665215.0,4639927625.0,4853001211.0,5105357626.0,2833688484.0,7483774660.0,10214346551.0,19914920795.0,15367861097.0,20077982419.0,18031420164.0,17498035736.0,16026035197.0,1883016264.0,1937019069.0,1005091558.0,1223492910.0,957755875.0,965768179.0,1822788431.0,797827151.0,1377740086.0,1013857193.0,1059843203.0,1021907079.0,3251356398.0,3046018207.0,3598542066.0,846285410.0,4208785183.0,2385802170.0,1949422051.0
5. Thuế và các khoản phải nộp nhà nước,1809000000.0,634000000.0,188000000.0,764561180.0,550694857.0,752548403.0,135506382.0,350748738.0,482696015.0,35503805.0,139072492.0,665844760.0,67394206.0,30644883.0,26012113.0,1175168370.0,457039494.0,69010074.0,374703891.0,479923510.0,49190324.0,116986897.0,70146967.0,759842782.0,322269734.0,493312429.0,719528913.0,702166651.0,131611163.0,140349921.0,717008580.0,1386216205.0,315579738.0,84551855.0,1022214272.0,1303179997.0,1843608732.0,2303649304.0,1719047186.0,5171986573.0,1877098772.0,3318753632.0,4762180353.0,6877522580.0,5488526324.0,5685519429.0,4445965397.0,7795524308.0,4584344290.0,3986521242.0,6118714905.0,7705109983.0,4045069528.0,5362360735.0,6308943668.0,13633704057.0,9975057516.0,9329238165.0,9927102887.0
6. Phải trả người lao động,4221000000.0,2668000000.0,681000000.0,1423104822.0,1106007374.0,1985910798.0,1717100040.0,2701080226.0,1517068866.0,1783134890.0,1953869868.0,3444984963.0,1788302861.0,2270594740.0,2711571796.0,3975248508.0,2348836328.0,3405975219.0,6404029193.0,4333556910.0,2981345510.0,3163836542.0,3809689411.0,7064988406.0,4781415812.0,4890318333.0,4690949045.0,7949138479.0,3646485312.0,4697182282.0,6275911072.0,6157643168.0,2769266311.0,2294912109.0,5313667378.0,4707912147.0,1278876052.0,678533828.0,1849739255.0,2930851268.0,2387038712.0,1984431474.0,1752222077.0,2019693266.0,810062319.0,1198299801.0,1334227757.0,1922839691.0,573661863.0,1270175153.0,1358640662.0,2001006576.0,1133495524.0,151207196.0,876150986.0,3081186998.0,2905276211.0,5240507182.0,6275573696.0
7. Chi phí phải trả ngắn hạn,38405000000.0,38087000000.0,36998000000.0,36032178668.0,35949683552.0,35775194952.0,35805605366.0,34680388466.0,34253027829.0,34253027829.0,33922351471.0,31004395629.0,30693760914.0,30408148212.0,28914056154.0,25366206520.0,25081505133.0,25143573951.0,24625168026.0,12226166771.0,12237380517.0,10344609449.0,9491649873.0,8921240073.0,8756153509.0,133417197.0,199195738.0,515832804.0,580509338.0,1043339276.0,228338853.0,44481131.0,22142690.0,22925077.0,345499020.0,47612668.0,15338284718.0,17847180923.0,17001677355.0,16996882742.0,4026637779.0,4406873731.0,6265087742.0,7456430839.0,8017654890.0,4793883486.0,3163742202.0,2067006208.0,2432825523.0,3174319063.0,3975254322.0,1946468285.0,2190057852.0,1603951711.0,1488622014.0,3334844885.0,3388647261.0,3710217074.0,3189082994.0
8. Phải trả nội bộ ngắn hạn,17265000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308558065.0,0.0,135530137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8422925.0,65362162.0,8556757.0,65161291.0,8564686.0,70000000.0,215683871.0,129635209.0,210093333.0,141303001.0,217366133.0,88581236.0,232058100.0,75600000.0,55391011.0,353366429.0,339225238.0,197958571.0,114734839.0,334230302.0,370284848.0,385779394.0,82210000.0,227640000.0,56910000.0,143000000.0,108461095.0,74000000.0,188680000.0,308380000.0,287129120.0,348380000.0,124100000.0,591500000.0
11. Phải trả ngắn hạn khác,24032000000.0,37313000000.0,23096000000.0,24588723012.0,25451716793.0,24427414682.0,21912102963.0,20015258032.0,19071981121.0,19561876265.0,17812107125.0,18085924461.0,18435256454.0,17950401476.0,17848079496.0,18902139978.0,21089936910.0,19321341957.0,18491907886.0,17717201979.0,17651024199.0,17509425632.0,17544116341.0,18300876009.0,18235312872.0,17918791414.0,17906160611.0,19397614435.0,21542623033.0,17851182791.0,17800940854.0,18166246299.0,18139580562.0,23073288301.0,21287385658.0,25707450155.0,32914914225.0,26204290378.0,20243905917.0,21579402495.0,21439633676.0,24503908462.0,22534033221.0,24462626152.0,24217520282.0,28601172312.0,23051582298.0,30011082732.0,24037715890.0,31141666418.0,24935652410.0,40078684415.0,35260182021.0,23369904261.0,28726884155.0,29515118478.0,28870337798.0,21575156027.0,26544576962.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274648953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200906936.0,200906936.0,782782013.0,1243684506.0,1243684506.0,842781529.0,842781529.0,1676207006.0,1504879476.0,1314449747.0,1027817048.0,143828535.0,143828535.0,130309153.0,56416103.0,0.0,0.0,0.0,0.0,0.0,0.0,288047715.0,28474508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ khen thưởng phúc lợi,2144000000.0,2221000000.0,2332000000.0,1205149250.0,886049250.0,1408134777.0,1060319777.0,423030434.0,438515434.0,1042151021.0,429178953.0,0.0,71273953.0,631550335.0,363122060.0,125838390.0,110838390.0,812301749.0,443461749.0,211661749.0,163461749.0,481538550.0,347538550.0,263538550.0,173938550.0,799665623.0,666165623.0,576165623.0,629665623.0,1120432423.0,994432423.0,303132423.0,303132423.0,701210064.0,490210064.0,270801249.0,91601249.0,492901249.0,347974886.0,174394583.0,-23905417.0,438308583.0,233513583.0,230213583.0,55641043.0,559903766.0,542403766.0,363003766.0,348403766.0,544594766.0,501694766.0,451594766.0,169194766.0,494894766.0,421394766.0,309844766.0,198244766.0,544981766.0,377531766.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,0.0,0.0,0.0,2749391301.0,167591302.0,2583355301.0,2570434351.0,2451411589.0,2476383953.0,2339442339.0,2254727187.0,2315755427.0,2337573609.0,2209222094.0,2274676639.0,2104052397.0,2150094841.0,1826749951.0,1877733491.0,1718152919.0,1767759141.0,1606074293.0,1659794467.0,1499533862.0,1524193941.0,4872656443.0,1384933335.0,2572667169.0,2604373345.0,42166113345.0,41619424523.0,23211858033.0,23211858033.0,20321924698.0,15459845698.0,8777260452.0,6777260452.0,709848020.0,1292631917.0,1292631921.0,653431917.0,1261966371.0,1216098588.0,1035672205.0,672605539.0,672605539.0,672605539.0,672605539.0,663781009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,0.0,2581799999.0,0.0,2556799999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,120000000.0,120000000.0,120000000.0,120000000.0,482827500.0,150000000.0,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Vay và nợ thuê tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39561740000.0,36897199000.0,19362079000.0,19362079000.0,17862079000.0,13000000000.0,8000000000.0,6000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
