Item,Q4 2008,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Tài sản dài hạn khác,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21111117.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,,11730760626.0,,16516928069.0,15136486304.0,14843567422.0,18053365163.0,14353513713.0,15188508356.0,14269126836.0,13870543726.0,14629642184.0,13972960814.0,15884459429.0,15055667095.0,15239457371.0,16982716736.0,17272525300.0,16347504050.0,15623283875.0,16432897348.0,16559747486.0,16602244505.0,15722305884.0,15924240043.0,16634486844.0,16525442824.0,17146012461.0,16547168799.0,17078845442.0,16269275989.0,16835394518.0,16338973992.0,17742567012.0,15676882807.0,17424941256.0,16540106753.0,18434472094.0,16294660655.0,15254890924.0,16519725721.0,18196828170.0,15790972875.0,14213252686.0,14108538385.0,15844985775.0,13242142678.0,12863576114.0,12519512524.0,25260223188.0,38254159397.0,41317032503.0,37636257375.0,26214270994.0,25290671588.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,348686536.0,515929618.0,812819787.0,3865449590.0,1058158519.0,1549669997.0,5917919032.0,1190733306.0,1160778175.0,1778968681.0,1058751061.0,1808260333.0,1215238164.0,2044855005.0,798952238.0,852621277.0,1959828896.0,2455067939.0,849448897.0,1389473380.0,1633712594.0,1455705203.0,1911340492.0,870097902.0,994580381.0,1146090084.0,805872260.0,878411480.0,1071985173.0,1642243196.0,498789499.0,537984626.0,621648394.0,1704770623.0,365015274.0,490109621.0,315471917.0,1452201233.0,187249707.0,392362189.0,291286293.0,1099055044.0,902651985.0,510592007.0,327285984.0,241783556.0,340133094.0,274142704.0,459068617.0,4529199666.0,12742807595.0,19489521535.0,14626394337.0,2497397094.0,1548612923.0
I. Nợ ngắn hạn,348686536.0,515929618.0,812819787.0,3865449590.0,1058158519.0,1549669997.0,5917919032.0,1190733306.0,1160778175.0,1778968681.0,1058751061.0,1808260333.0,1215238164.0,2044855005.0,798952238.0,852621277.0,1959828896.0,2235067939.0,656504424.0,1118156180.0,1312395394.0,1299720003.0,1705355292.0,624112702.0,767867908.0,1034064431.0,693846607.0,766385827.0,959959520.0,1530217543.0,386763846.0,537984626.0,621648394.0,1604412623.0,365015274.0,490109621.0,315471917.0,1452201233.0,187249707.0,392362189.0,291286293.0,1099055044.0,902651985.0,510592007.0,327285984.0,241783556.0,340133094.0,274142704.0,459068617.0,4529199666.0,12742807595.0,19489521535.0,14626394337.0,2497397094.0,1548612923.0
1. Vay và nợ thuê tài chính ngắn hạn,0.0,0.0,0.0,3500000000.0,0.0,500000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,126685048.0,148500400.0,505557345.0,178204401.0,364185427.0,391274304.0,492356401.0,168517301.0,204790003.0,182503000.0,146496000.0,181451672.0,106761856.0,259895856.0,234913856.0,186061000.0,269475200.0,138293240.0,155771000.0,216975000.0,262326318.0,63855000.0,510659563.0,239576818.0,342283818.0,65080000.0,349826350.0,277086817.0,416474500.0,54170000.0,121305000.0,145230000.0,163040000.0,6456000.0,76155000.0,154630000.0,143185000.0,483145000.0,108560000.0,187700000.0,0.0,404020926.0,542685926.0,147738097.0,6760000.0,3180000.0,58647000.0,64500000.0,220009182.0,415821154.0,441443799.0,1620453753.0,1832524056.0,278616240.0,126978283.0
4. Người mua trả tiền trước,186829857.0,0.0,1562000.0,0.0,65055000.0,57555000.0,4231555000.0,10000000.0,0.0,46870000.0,49990000.0,63490000.0,69990000.0,72156400.0,69990000.0,145890700.0,137500000.0,42500000.0,30000000.0,30000000.0,30000000.0,53189905.0,0.0,9000000.0,77000000.0,104915000.0,104915000.0,260440075.0,178527300.0,1200000.0,1200000.0,1200000.0,1200000.0,192051000.0,107192000.0,29552000.0,3552000.0,6177000.0,6177000.0,1200000.0,107700000.0,105572000.0,167700000.0,81200000.0,131700000.0,51200000.0,57200000.0,91100000.0,184128000.0,494290000.0,64300000.0,146300000.0,0.0,0.0,0.0
5. Thuế và các khoản phải nộp nhà nước,9841265.0,39602292.0,137384867.0,50964463.0,515276969.0,97816699.0,75627672.0,284457791.0,398095568.0,392239599.0,480436568.0,570388802.0,237468402.0,257284571.0,118553291.0,152540713.0,236120675.0,336566479.0,103663213.0,143827900.0,145491854.0,146666674.0,32732174.0,20151483.0,19254217.0,54867939.0,26094025.0,10897218.0,105773543.0,128252247.0,84485935.0,76740560.0,180783173.0,367500756.0,129801444.0,169647407.0,117587337.0,251579212.0,30068412.0,163183724.0,136270146.0,429026204.0,82270415.0,216854289.0,174734745.0,186694570.0,203740569.0,99295179.0,32450001.0,1337666726.0,1334420216.0,1384560463.0,811107150.0,1202475944.0,285993557.0
6. Phải trả người lao động,0.0,198599981.0,120837029.0,0.0,0.0,139943475.0,0.0,494524843.0,496574666.0,783941877.0,220819530.0,491283021.0,356283019.0,766747758.0,0.0,0.0,965811077.0,1131800808.0,0.0,211908947.0,459992823.0,489938913.0,1.0,219800217.0,219800216.0,398065866.0,0.0,38142038.0,128471724.0,671285997.0,285997.0,140790603.0,140790603.0,719774838.0,474837.0,102255482.0,474836.0,606017568.0,17567.0,17567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536537860.0,1361871981.0,461130719.0,387762521.0,345654048.0,111362813.0
7. Chi phí phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,18333333.0,36527777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,46431818.0,0.0,20000000.0,20000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,25000000.0,0.0,0.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598504400.0,9368115573.0,5920288405.0,4936491484.0,512728095.0,628148095.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9783379635.0,6521667066.0,0.0,144727272.0
11. Phải trả ngắn hạn khác,25330366.0,24083146.0,43930747.0,39130074.0,46290471.0,64802459.0,39057455.0,55907202.0,28895293.0,61397653.0,50142411.0,105361406.0,59629455.0,76965263.0,42889935.0,54723708.0,57916788.0,29439662.0,14510123.0,11382080.0,15653964.0,19190350.0,1083988465.0,8009095.0,6954568.0,10951508.0,18427114.0,32235561.0,27128335.0,359435916.0,19513531.0,37850080.0,55896047.0,77854631.0,26391993.0,34024732.0,50672744.0,63300396.0,15444671.0,39278841.0,47316147.0,0.0,35559730.0,46863707.0,13382253.0,0.0,19836539.0,18538539.0,21772448.0,145670540.0,171947040.0,76493948.0,55927448.0,58959448.0,79655448.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ khen thưởng phúc lợi,0.0,105143799.0,,97150652.0,67350652.0,279944727.0,42794727.0,177326169.0,32422645.0,312016552.0,110866552.0,396285432.0,385105432.0,611805157.0,332605156.0,313405156.0,293005156.0,536467750.0,332560088.0,457630435.0,398930435.0,506879161.0,57975089.0,127575089.0,102575089.0,380184118.0,174584118.0,147584118.0,103584118.0,315873383.0,159973383.0,136173383.0,79938571.0,215775398.0,0.0,0.0,0.0,16982057.0,1982057.0,982057.0,0.0,160435914.0,74435914.0,17935914.0,708986.0,708986.0,708986.0,708986.0,708986.0,708986.0,708986.0,96914612.0,80914612.0,98963319.0,171747455.0
14. Quỹ bình ổn giá,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000000.0,192944473.0,271317200.0,321317200.0,155985200.0,205985200.0,245985200.0,226712473.0,112025653.0,112025653.0,112025653.0,112025653.0,112025653.0,112025653.0,0.0,0.0,100358000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Vay và nợ thuê tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100358000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000000.0,192944473.0,271317200.0,321317200.0,155985200.0,205985200.0,245985200.0,226712473.0,112025653.0,112025653.0,112025653.0,112025653.0,112025653.0,112025653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,,11214831008.0,,12651478479.0,14078327785.0,13293897425.0,12135446131.0,13162780407.0,14027730181.0,12490158155.0,12811792665.0,12821381851.0,12757722650.0,13839604424.0,14256714857.0,14386836094.0,15022887840.0,14817457361.0,15498055153.0,14233810495.0,14799184754.0,15104042283.0,14690904013.0,14852207982.0,14929659662.0,15488396760.0,15719570564.0,16267600981.0,15475183626.0,15436602246.0,15770486490.0,16297409892.0,15717325598.0,16037796389.0,15311867533.0,16934831635.0,16224634836.0,16982270861.0,16107410948.0,14862528735.0,16228439428.0,17097773126.0,14888320890.0,13702660679.0,13781252401.0,15603202219.0,12902009584.0,12589433410.0,12060443907.0,20731023522.0,25511351802.0,21827510968.0,23009863038.0,23716873900.0,23742058665.0
I. Vốn chủ sở hữu,0.0,11214831008.0,0.0,12651478479.0,14078327785.0,13293897425.0,12135446131.0,13162780407.0,14027730181.0,12490158155.0,12811792665.0,12821381851.0,12757722650.0,13839604424.0,14256714857.0,14386836094.0,15022887840.0,14817457361.0,15498055153.0,14233810495.0,14799184754.0,15104042283.0,14690904013.0,14852207982.0,14929659662.0,15488396760.0,15719570564.0,16267600981.0,15475183626.0,15436602246.0,15770486490.0,16297409892.0,15717325598.0,16037796389.0,15311867533.0,16934831635.0,16224634836.0,16982270861.0,16107410948.0,14862528735.0,16228439428.0,17097773126.0,14888320890.0,13702660679.0,13781252401.0,15603202219.0,12902009584.0,12589433410.0,12060443907.0,20731023522.0,25511351802.0,21827510968.0,23009863038.0,23716873900.0,23742058665.0
1. Vốn đầu tư của chủ sở hữu,0.0,10800000000.0,0.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,10800000000.0,19979980000.0,19979980000.0,19979980000.0,19979980000.0
2. Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,174697520.0,0.0,0.0,0.0,0.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-537840652.0,-559092482.0,-559092482.0,-559092482.0,-559092482.0,-559092482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,0.0,86389930.0,0.0,86389930.0,86389930.0,208687955.0,208687955.0,208687955.0,208687955.0,367569291.0,367569291.0,670810069.0,670810069.0,798159931.0,798159931.0,662305279.0,662305279.0,768959477.0,765156923.0,937517918.0,937517918.0,1026792282.0,2223443916.0,2223443916.0,2223443916.0,2511052946.0,2511052946.0,2511052946.0,2511052946.0,2738342212.0,2738342212.0,2738342212.0,2738342212.0,2994443584.0,2994443584.0,2994443584.0,2994443584.0,3071319413.0,3071319413.0,3071319413.0,3071319413.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,3151046342.0,0.0,0.0,0.0,181960340.0
9. Quỹ dự phòng tài chính,0.0,120394630.0,0.0,120394630.0,120394630.0,242692655.0,242692655.0,242692655.0,242692655.0,401573991.0,401573991.0,704814769.0,704814769.0,832164631.0,832164631.0,832164631.0,832164631.0,938818829.0,935016275.0,1107377270.0,1107377270.0,1196651634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,0.0,208046448.0,0.0,1644693919.0,3071543225.0,2042516815.0,884065521.0,1911399797.0,2776349571.0,1458855525.0,1801741865.0,1204849495.0,1141190294.0,1968372344.0,2385482777.0,1917668664.0,2553720410.0,2134981535.0,2823184435.0,1214217787.0,1779592046.0,1905900847.0,1492762577.0,1654066546.0,1731518226.0,2002646294.0,2233820098.0,2781850515.0,1989433160.0,1723562514.0,2057446758.0,2584370160.0,2004285866.0,2068655285.0,1342726429.0,2965690531.0,2255493732.0,2936253928.0,2061394015.0,816511802.0,2182422495.0,2972029264.0,762577028.0,-423083183.0,-344491461.0,1477458357.0,-1223734278.0,-1536310452.0,-2065299955.0,6605279660.0,11385607940.0,1847530968.0,3029883038.0,3736893900.0,3580118325.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2068655285.0,,2068655285.0,,2072253928.0,,,,1461359264.0,1460029264.0,1460029264.0,1477458357.0,1477458357.0,1477458357.0,937458357.0,6065279660.0,97687096.0,1847530968.0,97687096.0,3482149424.0
LNST chưa phân phối kỳ này,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068655285.0,,897035246.0,,867598643.0,,-1255742126.0,,,,-1884442447.0,-1804520725.0,17429093.0,-2701192635.0,-3013768809.0,-3542758312.0,5667821303.0,5320328280.0,1749843872.0,1182352070.0,3639206804.0,97968901.0
