Item,Q4 2005,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,231493368255.0,433597000932.0,437120865887.0,452015589712.0,525359106997.0,402964684657.0,394370639749.0,299710695225.0,282068988372.0,301839267400.0,348707250367.0,320510702383.0,320898897019.0,374849396167.0,400139671625.0,387912632363.0,417152167835.0,412817728663.0,420648705222.0,397131570280.0,370182519859.0,549183745867.0,423528702001.0,415250433509.0,463581373532.0,455470404884.0,346174789671.0,364725430062.0,412522742068.0,420092503686.0,442374840701.0,453435619507.0,493175714884.0,582612456267.0,703645714811.0,879746887509.0,1034586003034.0,1204657798316.0,1106736264320.0,959621727321.0,817790873986.0,832768632947.0,818312550775.0,1037680365356.0,1698033092842.0,1582747541480.0,1531955777568.0,1326055527552.0,1391638132222.0,1165960771759.0,1162876230069.0,903871853945.0,877226346498.0,1092831387904.0,1065243655435.0,931384708769.0,1071365308573.0,985660532382.0,930919791317.0,764056129607.0,768337973088.0,1150127787330.0,1035326174862.0,986057433844.0,961129256088.0,1094165014391.0,1112321591394.0,1020180234627.0,996429755805.0
I. Tiền và các khoản tương đương tiền,16820071927.0,63465511662.0,12308515184.0,16443431981.0,70697665330.0,40730366456.0,23570129419.0,15969447198.0,4977850683.0,14957501912.0,78165161294.0,84693074369.0,67953182277.0,81173502826.0,54530734054.0,39199661627.0,35350246511.0,90943948377.0,98570436863.0,60916205158.0,32841743118.0,20546447930.0,85053760431.0,47152795934.0,59185654080.0,61605403884.0,35034281758.0,28220080837.0,42986959339.0,56816303651.0,58280063114.0,50206629567.0,51377447596.0,59702657888.0,57608298252.0,73344592326.0,119600565206.0,175746676020.0,150251408197.0,173339217617.0,135952520805.0,180027021209.0,89393580073.0,88287085918.0,126099765453.0,164567258370.0,84613530173.0,167934649513.0,127644798284.0,130935470431.0,161728415231.0,50805324599.0,72108809356.0,68949329210.0,43564274725.0,79674310731.0,136096631800.0,188153308358.0,256541342371.0,70609641891.0,46659284698.0,179086810431.0,129086459105.0,124231653772.0,97848425137.0,202153522721.0,149295528788.0,92173892674.0,67297626092.0
1. Tiền,,,,,,,,,,,,34393074369.0,,,20430734054.0,18864009354.0,12863704911.0,13432897947.0,14751982852.0,12712096047.0,14320819501.0,15546447930.0,85053760431.0,35325124268.0,59185654080.0,61605403884.0,10927079664.0,16087960444.0,17446808043.0,34179517173.0,12349313028.0,20642981883.0,24506266496.0,21283324555.0,30417719079.0,39233755241.0,86489728121.0,107935838935.0,77990571112.0,101528380532.0,67141683720.0,115003827897.0,31575386761.0,44521721995.0,74339765453.0,98107258370.0,40133530173.0,137014649513.0,97402798284.0,93193470431.0,130686415231.0,35149324599.0,58737809356.0,55576879895.0,29452271645.0,65253740465.0,121673419562.0,123726666689.0,232169230702.0,48233869668.0,46659284698.0,127084347417.0,127083996091.0,119214607303.0,91823833965.0,194111816594.0,141263498500.0,86143552418.0,60221021606.0
2. Các khoản tương đương tiền,,,,,,,,,,,,50300000000.0,,,34100000000.0,20335652273.0,22486541600.0,77511050430.0,83818454011.0,48204109111.0,18520923617.0,5000000000.0,0.0,11827671666.0,0.0,0.0,24107202094.0,12132120393.0,25540151296.0,22636786478.0,45930750086.0,29563647684.0,26871181100.0,38419333333.0,27190579173.0,34110837085.0,33110837085.0,67810837085.0,72260837085.0,71810837085.0,68810837085.0,65023193312.0,57818193312.0,43765363923.0,51760000000.0,66460000000.0,44480000000.0,30920000000.0,30242000000.0,37742000000.0,31042000000.0,15656000000.0,13371000000.0,13372449315.0,14112003080.0,14420570266.0,14423212238.0,64426641669.0,24372111669.0,22375772223.0,0.0,52002463014.0,2002463014.0,5017046469.0,6024591172.0,8041706127.0,8032030288.0,6030340256.0,7076604486.0
II. Các khoản đầu tư tài chính ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000000.0,4172900000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,29400000.0,29400000.0,29400000.0,29400000.0,19040000.0,30520000.0,30520000.0,42560000.0,42560000.0,42560000.0,42560000.0,66920000.0,66920000.0,66920000.0,66920000.0,66920000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,60200000.0,48720000.0,48720000.0,48720000.0,54600000.0,57400000.0,57400000.0,57400000.0,61600000.0,72900000.0,72900000.0,72900000.0,50072900000.0,72900000.0,72900000.0,72900000.0,72900000.0,1098491790.0,72900000.0
1. Chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,72900000.0,,,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0,72900000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-47900000.0,,,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-47900000.0,-43500000.0,-43500000.0,-43500000.0,-43500000.0,-53860000.0,-42380000.0,-42380000.0,-30340000.0,-30340000.0,-30340000.0,-30340000.0,-5980000.0,-5980000.0,-5980000.0,-5980000.0,-5980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12700000.0,-24180000.0,-24180000.0,-24180000.0,-18300000.0,-15500000.0,-15500000.0,-15500000.0,-11300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000000.0,0.0,0.0,0.0,0.0,1025591790.0,0.0
III. Các khoản phải thu ngắn hạn,148743178232.0,194152365150.0,204643405063.0,187606632568.0,202936265277.0,164127829897.0,167978312961.0,149444061860.0,141582201703.0,164212958600.0,142578736415.0,115171518137.0,106647437059.0,153629725050.0,184494314412.0,169775426425.0,197551497333.0,206220452058.0,150906470149.0,148858605459.0,138591830074.0,410639210628.0,207305166949.0,208076535328.0,229042326624.0,212548618701.0,185850817512.0,210193429617.0,238864260774.0,234437083849.0,239841941797.0,250889519380.0,263127376540.0,329307674468.0,387767113323.0,506726388125.0,579945142237.0,673298299651.0,653913950898.0,493512172001.0,416920649903.0,399065314191.0,390521470680.0,661693930677.0,1293404066706.0,1154856134235.0,1094423961222.0,768093532116.0,919288469297.0,688830979080.0,700809359933.0,547403064334.0,487649141894.0,747621076762.0,765075715346.0,603668653330.0,658988916914.0,587511207562.0,418095756422.0,378326364606.0,445911211441.0,691869966449.0,578174544755.0,524728504957.0,480640368181.0,544258481318.0,534602155898.0,529698255195.0,454974431330.0
1. Phải thu ngắn hạn của khách hàng,,,,,,,,,,,,108630664175.0,,,176266149102.0,164036796474.0,184574426053.0,181737978470.0,122248752109.0,116564830012.0,111365517265.0,353422100174.0,192031673227.0,193594692189.0,209016203367.0,201423847496.0,119520606751.0,152519215646.0,156734834645.0,158980489089.0,180391336852.0,160826148551.0,192665599387.0,244577595662.0,284186670545.0,414328319167.0,484571517174.0,580890772440.0,556812311820.0,394999659674.0,309810369876.0,295102488649.0,249441062055.0,533460317075.0,1155423640610.0,833779752429.0,958050995016.0,619406728943.0,784167903723.0,565025052087.0,583160211997.0,431980473908.0,342011551273.0,627116867348.0,625232219819.0,455755555949.0,535864913408.0,555792216584.0,381015626172.0,328539130730.0,385132465154.0,628689514596.0,516873026229.0,454627049660.0,425302262592.0,482226612406.0,471516197364.0,474775165627.0,384811550929.0
2. Trả trước cho người bán,,,,,,,,,,,,2239187941.0,,,3130876207.0,3516369954.0,11182475414.0,23866575021.0,27224461363.0,30028104770.0,25932591995.0,5349322974.0,13235122305.0,15562356361.0,16882244018.0,7702210618.0,14450121623.0,12464389423.0,10456152895.0,7207101501.0,4197704015.0,8773228090.0,8771749382.0,6771786109.0,35913815121.0,17626814660.0,16223696577.0,8959820040.0,10391536028.0,11537364170.0,19267707813.0,3969637041.0,21111618150.0,25733555693.0,9409960230.0,22751281716.0,26617621768.0,42266536959.0,15038482281.0,7042129673.0,11821914362.0,7455250659.0,20423239034.0,12065713061.0,27054801816.0,33232662799.0,8076951944.0,11043182304.0,16360743752.0,23832522493.0,35526716874.0,27040718321.0,25043270024.0,30562845792.0,16982291961.0,21869403377.0,17916439743.0,12357609767.0,26802993455.0
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Phải thu ngắn hạn khác,,,,,,,,,,,,6766776960.0,,,6385615234.0,3510586128.0,3432921997.0,4373714725.0,4896647965.0,5459842078.0,4453549115.0,58034250146.0,6130385208.0,4597057830.0,8548221891.0,9393232480.0,58538384693.0,51679083400.0,78211683936.0,73839945984.0,60480165624.0,86809486063.0,67147274495.0,84877370689.0,74585705649.0,82967013985.0,87032216666.0,95647105465.0,98789097994.0,98822954905.0,99250107922.0,111205348719.0,131126241372.0,114127790175.0,140305616132.0,312564579231.0,124050000579.0,120872925615.0,134560299894.0,131184236604.0,120249684142.0,122092393260.0,139433462936.0,121833817702.0,126184015060.0,127988875564.0,128355492544.0,33934988846.0,33978566670.0,39213891555.0,38511209585.0,49139271304.0,49257786274.0,52400320277.0,51217524400.0,52974176307.0,57981229563.0,55252190573.0,55996597718.0
7. Dự phòng phải thu ngắn hạn khó đòi,,,,,,,,,,,,-2465110939.0,,,-1288326131.0,-1288326131.0,-1638326131.0,-3757816158.0,-3463391288.0,-3194171401.0,-3159828301.0,-6166462666.0,-4092013791.0,-5677571052.0,-5404342652.0,-5970671893.0,-6658295555.0,-6469258852.0,-6538410702.0,-5590452725.0,-5227264694.0,-5519343324.0,-5457246724.0,-6919077992.0,-6919077992.0,-8195759687.0,-7882288180.0,-12199398294.0,-12078994944.0,-11847806748.0,-11407535708.0,-11212160218.0,-11157450897.0,-11627732266.0,-11735150266.0,-14239479141.0,-14294656141.0,-14452659401.0,-14478216601.0,-14420439284.0,-14422450568.0,-14125053493.0,-14219111349.0,-13395321349.0,-13395321349.0,-13308440982.0,-13308440982.0,-13259180172.0,-13259180172.0,-13259180172.0,-13259180172.0,-12999537772.0,-12999537772.0,-12861710772.0,-12861710772.0,-12811710772.0,-12811710772.0,-12686710772.0,-12636710772.0
IV. Tổng hàng tồn kho,62817966868.0,171235902782.0,211090992405.0,240329822171.0,246204135847.0,192044765266.0,200169631540.0,129268730307.0,130844925926.0,116056267626.0,124588269986.0,115001786659.0,130792399749.0,130999347787.0,148886876073.0,167184659920.0,167653192809.0,112064545825.0,161897206766.0,177233730631.0,186133397133.0,110582280019.0,118984196059.0,144628817652.0,112696414264.0,101938748554.0,108259438463.0,108512195148.0,114163328399.0,111274646673.0,125672922549.0,131513866887.0,158662293459.0,174122152013.0,223247687023.0,277130795352.0,312074386681.0,332707590179.0,280191254805.0,272110062767.0,244454877071.0,233689921989.0,310388851023.0,266796622069.0,265872180084.0,241589095829.0,303574347333.0,342695676387.0,304441500266.0,300938881439.0,252179845063.0,259975573305.0,269935285084.0,234852976941.0,217618021508.0,207513399304.0,233216802804.0,186889576041.0,228031097395.0,281221878059.0,251133661133.0,260017868408.0,259123787555.0,314229682424.0,354315618764.0,330349333676.0,405108368143.0,377478046943.0,447380978700.0
1. Hàng tồn kho,,,,,,,,,,,,119609349958.0,,,152309879234.0,170524364675.0,172096929171.0,116234925002.0,165764995503.0,180586340032.0,189633822060.0,113932501364.0,122360753967.0,147809477150.0,115298689013.0,105283433075.0,111663870671.0,111959201249.0,118110334501.0,116797990828.0,132122451350.0,140204900725.0,166824214021.0,181642508456.0,230768043466.0,285876460777.0,322816204377.0,348175854071.0,296095197815.0,289894306455.0,262239120759.0,252574633172.0,328290177110.0,282742019343.0,284714307372.0,261506981294.0,323094070730.0,361491225383.0,325232188269.0,318251757183.0,267010980362.0,276504102109.0,286587628051.0,254458874431.0,238229157516.0,229480956074.0,255184359574.0,207736817294.0,248322232768.0,300579151354.0,270490934428.0,278259732495.0,277742567958.0,333807444420.0,372330706811.0,347106138920.0,422702404621.0,394565575976.0,464430312006.0
2. Dự phòng giảm giá hàng tồn kho,,,,,,,,,,,,-4607563299.0,,,-3423003161.0,-3339704755.0,-4443736362.0,-4170379177.0,-3867788737.0,-3352609401.0,-3500424927.0,-3350221345.0,-3376557908.0,-3180659498.0,-2602274749.0,-3344684521.0,-3404432208.0,-3447006101.0,-3947006102.0,-5523344155.0,-6449528801.0,-8691033838.0,-8161920562.0,-7520356443.0,-7520356443.0,-8745665425.0,-10741817696.0,-15468263892.0,-15903943010.0,-17784243688.0,-17784243688.0,-18884711183.0,-17901326087.0,-15945397274.0,-18842127288.0,-19917885465.0,-19519723397.0,-18795548996.0,-20790688003.0,-17312875744.0,-14831135299.0,-16528528804.0,-16652342967.0,-19605897490.0,-20611136008.0,-21967556770.0,-21967556770.0,-20847241253.0,-20291135373.0,-19357273295.0,-19357273295.0,-18241864087.0,-18618780403.0,-19577761996.0,-18015088047.0,-16756805244.0,-17594036478.0,-17087529033.0,-17049333306.0
V. Tài sản ngắn hạn khác,3112151228.0,4743221338.0,9077953235.0,7635702992.0,5521040543.0,6061723038.0,2652565829.0,5028455860.0,2964010060.0,2439639262.0,3350082672.0,5619323218.0,15480877934.0,9021820504.0,12202747086.0,11727884391.0,16572231182.0,3563782403.0,9249591444.0,10098029032.0,12590549534.0,7390807290.0,12160578562.0,15367284595.0,62631978564.0,79352633745.0,17000851938.0,17770324460.0,16478793556.0,17535069513.0,18560873241.0,20795083673.0,19978077289.0,19437411898.0,34980056213.0,22502551706.0,22923348910.0,22838312466.0,22312730420.0,20593354936.0,20395906207.0,19919455558.0,27935748999.0,20829826692.0,12584180599.0,21662153046.0,49271038840.0,47258769536.0,40190464375.0,45182540809.0,48098409842.0,45639171707.0,47484390164.0,41359284991.0,38931043856.0,40470945404.0,43005557055.0,23049040421.0,28189995129.0,33825345051.0,24560915816.0,19080242042.0,18868483447.0,22794692691.0,28251944006.0,17330776676.0,23242638565.0,19731548025.0,26703819683.0
1. Chi phí trả trước ngắn hạn,,,,,,,,,,,,540655330.0,,,7070378626.0,3901746206.0,1834310683.0,1362991371.0,1707971157.0,2678556871.0,3447870853.0,4093227613.0,4849472410.0,4544490040.0,53781800356.0,66552569923.0,1914500513.0,1690740087.0,1144204606.0,110666978.0,416873851.0,166573878.0,2324017070.0,1066044389.0,3867604316.0,1271388345.0,1302100436.0,1189274054.0,1002240422.0,1478671809.0,1355291827.0,1519070943.0,2931610924.0,379534852.0,1949710068.0,2066932192.0,2702775102.0,194241848.0,1200485297.0,1197743490.0,2731791032.0,1019458935.0,1110569470.0,1139477150.0,672170687.0,1524253375.0,621618577.0,349500133.0,777617973.0,5577236804.0,1983392300.0,636290592.0,416228615.0,1590365617.0,1639322546.0,939307379.0,1848801734.0,2419950701.0,2324305869.0
2. Thuế giá trị gia tăng được khấu trừ,,,,,,,,,,,,900758644.0,,,2325020430.0,4898911407.0,5717034101.0,134544994.0,4012968302.0,3790160955.0,5521336348.0,204296776.0,3744513323.0,6799813923.0,5449768391.0,10081122254.0,11729007992.0,11698785002.0,11118594236.0,11777665214.0,10479311693.0,13708304929.0,13377961223.0,14358567947.0,25457423238.0,21219050071.0,21618506657.0,21587534079.0,21256499333.0,18922511303.0,19040614380.0,18400384615.0,24996377279.0,20432722818.0,10634470531.0,19595220854.0,46565263738.0,47016308371.0,38989979078.0,43944408116.0,45188106653.0,44564603690.0,46282881695.0,38842845707.0,37709405296.0,38651799759.0,42045413806.0,21263279750.0,27361245307.0,28132581309.0,22459147516.0,18360576281.0,18360576281.0,21114496349.0,23687758004.0,16391469297.0,21307261117.0,17248289372.0,24242196190.0
3. Thuế và các khoản phải thu Nhà nước,,,,,,,,,,,,677312864.0,,,4575459.0,503639153.0,38890009.0,1707153.0,407618835.0,381920177.0,433980767.0,1913820.0,8358851.0,73994203.0,39578448.0,2354689.0,2114863.0,108949939.0,231969632.0,2821567730.0,3564839047.0,2326248185.0,52487136.0,0.0,8963208.0,12113290.0,2741817.0,61504333.0,53990665.0,192171824.0,0.0,0.0,7760796.0,17569022.0,0.0,0.0,3000000.0,48219317.0,0.0,40389203.0,178512157.0,55109082.0,90938999.0,1376962134.0,549467873.0,294892270.0,338524672.0,1436260538.0,51131849.0,115526938.0,118376000.0,83375169.0,91678551.0,89830725.0,2924863456.0,0.0,86575714.0,63307952.0,137317624.0
4. Giao dịch mua bán lại trái phiếu chính phủ,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,,,,,,,,,,,,3500596380.0,,,2802772571.0,2423587625.0,8981996389.0,2064538885.0,3121033150.0,3247391029.0,3187361566.0,3091369081.0,3558233978.0,3948986429.0,3360831369.0,2716586879.0,3355228570.0,4271849432.0,3984025082.0,2825169591.0,4099848650.0,4593956681.0,4223611860.0,4012799562.0,5646065451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,90940459653.0,95091433120.0,102345810583.0,99590409518.0,99904499863.0,103815833266.0,114278351524.0,114944328613.0,107416527276.0,129191188333.0,101194985344.0,98110216002.0,95340142789.0,91888194558.0,90244965821.0,91716091216.0,91361214961.0,99076158653.0,96270929747.0,95005427053.0,93275216695.0,93570807162.0,150373311884.0,175120963801.0,179321316450.0,208476186949.0,213772998446.0,214686581556.0,216171742220.0,214048183215.0,215953889118.0,216813202677.0,217795444645.0,225662095089.0,228674770107.0,239011780277.0,244780877021.0,248534149650.0,252318678445.0,260402902052.0,260822688875.0,263503610637.0,264885460497.0,270034865669.0,273841491775.0,282480638961.0,528696910041.0,537588562435.0,554005771801.0,1183454904846.0,1197366835301.0,1183272180967.0,1180827863640.0,1210839479951.0,1195746284774.0,1187723321309.0,1184461628671.0,1168541360534.0,1158623573989.0,1163446789144.0,1157740430878.0,1278352921308.0,1277939225854.0,1268512912797.0,1263343042458.0,1251986685281.0,1239622816855.0,1230750264922.0,1224966518145.0
I. Các khoản phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,67548000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561078350.0,0.0,-861449525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599119153.0,294202554.0,328202554.0,328202554.0,328202554.0,328202554.0,345613802.0,345613802.0,345613802.0,345613802.0,396195102.0,25113195102.0,25113195102.0,25113195102.0,25082403805.0,25082403805.0,25082403805.0,25082403805.0,25093782456.0,25093782456.0,25093782456.0,25093782456.0,25107028974.0,25107028974.0,25107028974.0,25107028974.0,25061027747.0,25061027747.0,25049198612.0,25072604154.0,25087184208.0,25136660722.0,25162728845.0,25249308347.0
1. Phải thu dài hạn của khách hàng,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112000000.0,112000000.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599119153.0,294202554.0,328202554.0,328202554.0,328202554.0,328202554.0,345613802.0,345613802.0,345613802.0,345613802.0,396195102.0,25113195102.0,25113195102.0,25113195102.0,25082403805.0,25082403805.0,25082403805.0,25082403805.0,25093782456.0,25093782456.0,25093782456.0,25093782456.0,25107028974.0,25107028974.0,25107028974.0,25107028974.0,25061027747.0,25061027747.0,25049198612.0,24960604154.0,24975184208.0,25136660722.0,25162728845.0,25249308347.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561078350.0,0.0,-861449525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,60526132119.0,63970249528.0,68350351981.0,66028999112.0,63741070557.0,60218830565.0,57690720314.0,55874716330.0,68837351072.0,73442434160.0,77837219302.0,74995041296.0,72113103250.0,69014731824.0,67284830798.0,66153184866.0,63698617949.0,61353856591.0,59011682721.0,57633458193.0,56103811556.0,54726575975.0,52591301400.0,48122090381.0,63134482509.0,60549593436.0,67145338104.0,64308002628.0,62030882643.0,63150163151.0,63424089004.0,62529771157.0,62898609341.0,73062442985.0,75136034043.0,75548548333.0,81321141413.0,82335396228.0,84966669914.0,88472248423.0,91367168300.0,89846749241.0,93998772163.0,91522105336.0,90025534398.0,89383446093.0,87298157861.0,86887455663.0,88077144112.0,95501400222.0,92188638143.0,88770134389.0,85250115878.0,81761070891.0,401323692190.0,393481721973.0,385761311148.0,377443038741.0,386447905043.0,379077630283.0,372189248356.0,365909967037.0,365617334498.0,350834496105.0,346039985619.0,332832805226.0,328163182902.0,320520142074.0,313142956923.0
