Duration,Total Assests,Liabilities,Short-term Liabilities,Long-term Liabilities,Owner's Equity,EPS,BVPS,PE
2017 - Q1,1083198.0,785509.0,491809.0,293700.0,297689.0,1107.0,15321.0,17.08
2017 - Q2,1444958.0,1137490.0,824407.0,313083.0,307468.0,1177.0,15824.0,15.29
2017 - Q3,1971875.0,1654648.0,1333331.0,321317.0,317227.0,1474.0,16327.0,12.01
2017 - Q4,1865228.0,1536368.0,1067672.0,468696.0,328860.0,1635.0,16706.0,13.46
2018 - Q1,2060653.0,1755502.0,1272284.0,483218.0,305151.0,1649.0,15485.0,11.22
2018 - Q2,1885165.0,1572983.0,1073022.0,499961.0,312182.0,1507.0,15847.0,12.07
2018 - Q3,1945644.0,1628000.0,1138789.0,489211.0,317644.0,1530.0,16128.0,11.38
2018 - Q4,2349416.0,2023032.0,982143.0,1040889.0,326383.0,1680.0,16658.0,10.24
2019 - Q1,2360243.0,2047108.0,1000083.0,1047025.0,313135.0,1657.0,15976.0,9.48
2019 - Q2,2219086.0,1902855.0,878242.0,1024613.0,316231.0,1454.0,16136.0,10.18
2019 - Q3,2058054.0,1743496.0,710743.0,1032753.0,314558.0,945.0,16181.0,17.47
2019 - Q4,2303671.0,1979252.0,968332.0,1010920.0,324419.0,922.0,16689.0,16.59
2020 - Q1,2260990.0,1936343.0,924608.0,1011735.0,324646.0,728.0,16708.0,18.54
2020 - Q2,2237319.0,1925389.0,939227.0,986162.0,311930.0,631.0,16053.0,23.76
2020 - Q3,2255827.0,1940650.0,962056.0,978594.0,315177.0,726.0,16221.0,20.38
2020 - Q4,2154202.0,1820903.0,966834.0,854069.0,333299.0,867.0,17154.0,22.25
2021 - Q1,2089543.0,1774544.0,947980.0,826564.0,314999.0,844.0,16212.0,17.76
2021 - Q2,1940088.0,1622518.0,766606.0,855912.0,317569.0,914.0,16344.0,15.86
2021 - Q3,1926078.0,1608130.0,778923.0,829207.0,317948.0,806.0,16364.0,20.83
2021 - Q4,2428481.0,2100331.0,1029691.0,1070640.0,328150.0,683.0,16889.0,27.68
2022 - Q1,2313265.0,1985097.0,980940.0,1004157.0,328168.0,706.0,16890.0,27.77
2022 - Q2,2340202.0,2020633.0,1004704.0,1015929.0,319568.0,776.0,16447.0,38.64
2022 - Q3,2224472.0,1903757.0,897846.0,1005911.0,320716.0,812.0,16506.0,33.52
2022 - Q4,2346152.0,2015721.0,995666.0,1020055.0,330431.0,778.0,17006.0,23.51
2023 - Q1,2351944.0,2029799.0,1049846.0,979953.0,322146.0,779.0,16580.0,20.42
2023 - Q2,2328039.0,2005487.0,1028163.0,977324.0,322551.0,597.0,16601.0,31.84
2023 - Q3,2221396.0,1910769.0,942867.0,967902.0,310628.0,543.0,15987.0,27.07
