Item,Q4 2007,Q4 2008,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q4 2011,Q2 2012,Q4 2012,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,320897577821.0,319216256315.0,353063116919.0,368075192289.0,408207075129.0,353775731675.0,435701541649.0,545448843573.0,383738070974.0,391808846491.0,365112122784.0,385516993283.0,609137446694.0,496114815529.0,522379442431.0,460815042847.0,419076915314.0,518837615636.0,514669112662.0,433517050024.0,491057061504.0,569674874584.0,473674876550.0,531010839273.0,476964680958.0,505359230256.0,501099866495.0,482004891127.0,542801453008.0,632637952836.0,643876040441.0,515907985983.0,579367601829.0,560226873644.0,558297320415.0,446499572018.0,467525552370.0,496610882100.0,489936891427.0,467495127353.0,455095349874.0,563973968786.0,679045926920.0,479066532199.0,456520222425.0,432182882609.0,521961346132.0,453607056526.0,467973628868.0,484581098713.0,610293255066.0,631256605416.0,655111943968.0,698101240041.0
I. Tiền và các khoản tương đương tiền,34636574411.0,55885605677.0,26400333464.0,19401129456.0,95964936328.0,34266175362.0,145556698515.0,148233120635.0,144047885577.0,131657260771.0,122128143599.0,114701287051.0,39771306170.0,33270174059.0,48082893681.0,39180568205.0,4764103463.0,57855570841.0,117266822561.0,106232995348.0,44827357793.0,29805058216.0,145686298646.0,135635386327.0,111617402748.0,150787410852.0,128229632908.0,98282208665.0,98150239695.0,120383033198.0,115386557006.0,85178027198.0,108078284990.0,121351925932.0,99502983198.0,115081321406.0,105964796325.0,116029837262.0,130961103103.0,144090969239.0,146360980575.0,131853095095.0,141361798153.0,163242909723.0,168409079516.0,42689033376.0,34185599033.0,73662069493.0,27545322825.0,14420143132.0,44886343342.0,21589523616.0,21258130554.0,3024622009.0
1. Tiền,34636574411.0,55885605677.0,26400333464.0,,73464936328.0,34266175362.0,34556698515.0,61733120635.0,20627885577.0,65595616477.0,66126499305.0,45425734821.0,29239161876.0,17238029765.0,46550749387.0,34187548911.0,4764103463.0,39955570841.0,11266822561.0,55072995348.0,19777357793.0,19755058216.0,9906298646.0,69263286327.0,7617402748.0,95787410852.0,28229632908.0,83282208665.0,9150239695.0,106794373198.0,50486557006.0,81711180798.0,36131636951.0,93902674968.0,34964613872.0,33543882990.0,86964796325.0,92029837262.0,101061103103.0,49522121964.0,28342133300.0,32934247820.0,64154290878.0,14574062448.0,10740232241.0,7689033376.0,34185599033.0,38662069493.0,17545322825.0,14420143132.0,44886343342.0,21589523616.0,21258130554.0,3024622009.0
2. Các khoản tương đương tiền,0.0,0.0,0.0,,22500000000.0,0.0,111000000000.0,86500000000.0,123420000000.0,66061644294.0,56001644294.0,69275552230.0,10532144294.0,16032144294.0,1532144294.0,4993019294.0,0.0,17900000000.0,106000000000.0,51160000000.0,25050000000.0,10050000000.0,135780000000.0,66372100000.0,104000000000.0,55000000000.0,100000000000.0,15000000000.0,89000000000.0,13588660000.0,64900000000.0,3466846400.0,71946648039.0,27449250964.0,64538369326.0,81537438416.0,19000000000.0,24000000000.0,29900000000.0,94568847275.0,118018847275.0,98918847275.0,77207507275.0,148668847275.0,157668847275.0,35000000000.0,0.0,35000000000.0,10000000000.0,0.0,0.0,0.0,0.0,0.0
II. Các khoản đầu tư tài chính ngắn hạn,66544426667.0,38141000000.0,40738250000.0,31750000000.0,410956794.0,0.0,0.0,403636667.0,0.0,0.0,0.0,70165000000.0,0.0,72165000000.0,72150000000.0,72150000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,0.0,0.0,15212100000.0,15212100000.0,212100000.0,212100000.0,212100000.0,492100000.0,616269872.0,120000000.0,208660000.0,158660000.0,107035157.0,208660000.0,208660000.0,208660000.0,193660000.0,193660000.0,193660000.0,116123660000.0,96035000000.0,10125410000.0,10125410000.0,71823811750.0,72525413700.0,77760701602.0,124606943678.0,127414310329.0,123859866304.0,163728619431.0,164855394168.0,160619554862.0
1. Chứng khoán kinh doanh,66544426667.0,38141000000.0,40738250000.0,,410956794.0,0.0,0.0,403636667.0,0.0,0.0,0.0,70165000000.0,0.0,72165000000.0,72150000000.0,72150000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32976943750.0,23936547700.0,69311477193.0,134938763816.0,148609325579.0,137782382026.0,169278559249.0,178118952100.0,186543858981.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278542000.0,-1499794000.0,-6925679521.0,-25706724068.0,-28907963070.0,-28030463542.0,-20430635438.0,-19035849832.0,-32950151026.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000000000.0,0.0,0.0,15212100000.0,15212100000.0,212100000.0,212100000.0,212100000.0,492100000.0,616269872.0,120000000.0,208660000.0,158660000.0,107035157.0,208660000.0,208660000.0,208660000.0,193660000.0,193660000.0,193660000.0,116123660000.0,96035000000.0,10125410000.0,10125410000.0,40125410000.0,50088660000.0,15374903930.0,15374903930.0,7712947820.0,14107947820.0,14880695620.0,5772291900.0,7025846907.0
III. Các khoản phải thu ngắn hạn,140267955101.0,149419072879.0,199142146961.0,218231529139.0,270794208643.0,234178746670.0,219952250322.0,247766048464.0,200672037675.0,189480236017.0,169244248961.0,138856992004.0,278393495500.0,179784461205.0,277549158434.0,186748632812.0,214417705581.0,282660041862.0,229869032811.0,201623150594.0,254817158074.0,367729230022.0,276894743015.0,256802875376.0,237435318109.0,213785361552.0,257235178614.0,247334432979.0,273318108895.0,267583178942.0,394922712435.0,281662652083.0,300301268759.0,202134273140.0,328553998778.0,187769075179.0,192879255345.0,213015104945.0,218462593472.0,180665239919.0,165255269921.0,142733560215.0,288062760936.0,198347431047.0,148548367201.0,162702195165.0,274667701293.0,142599390553.0,150559240977.0,133124584216.0,225338306719.0,283672447237.0,229194991285.0,265235775481.0
1. Phải thu ngắn hạn của khách hàng,122555365187.0,128434776644.0,181499746762.0,,222926130546.0,160285467872.0,173344703226.0,201604019489.0,178371162151.0,158673336590.0,107431651815.0,68932163673.0,140113748436.0,84893548277.0,121247276362.0,45684828791.0,46190614658.0,199854156849.0,122033934936.0,55635523965.0,63080055828.0,152966085715.0,183301017814.0,175308290794.0,118270543329.0,111435001098.0,112809662341.0,94008116486.0,117070863213.0,142472928533.0,163659916343.0,154070093760.0,188818398422.0,109234605968.0,224965061934.0,92720480649.0,93118916085.0,133868466416.0,146729133070.0,99472651669.0,101926695807.0,63549639322.0,219155583408.0,136910872073.0,74815407100.0,49069111468.0,154561081291.0,71765557051.0,84445484102.0,62983601846.0,179622304155.0,254400687475.0,217868212214.0,234593590380.0
2. Trả trước cho người bán,17942897588.0,20082359058.0,18455745742.0,,22949823118.0,26510722008.0,30541437099.0,24216106004.0,9026202626.0,17099412702.0,46255657283.0,4890062776.0,13455433569.0,25494890723.0,25392709489.0,10214057049.0,14288177003.0,4127023072.0,14244804090.0,5365736632.0,11420508560.0,33551246088.0,19611365679.0,1944373727.0,5227929813.0,15561762445.0,10854319968.0,20658464725.0,9161313863.0,14475731464.0,13924687994.0,15103493241.0,16460876625.0,14736204506.0,14378413124.0,12337675879.0,14640888881.0,15663967156.0,15011880758.0,26707913566.0,8791762432.0,34648659957.0,40193133741.0,22277879751.0,20879289137.0,41464947868.0,28441778172.0,10382310177.0,21049474278.0,23482145474.0,15037044365.0,24227096822.0,19628682584.0,34213879323.0
3. Phải thu nội bộ ngắn hạn,0.0,0.0,0.0,,0.0,35230750864.0,10410562564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000000.0,34079244428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,,0.0,0.0,0.0,611387850.0,6214251330.0,7974132358.0,10411280316.0,66604752890.0,132496939815.0,79325006414.0,139135555457.0,139455307831.0,163033513619.0,90228548366.0,108634516399.0,113170293941.0,120085669853.0,119388566403.0,75219108693.0,77030832912.0,77447741150.0,77910567833.0,98128194087.0,90696921092.0,93972687694.0,93520624087.0,121704251435.0,49261228969.0,50464822318.0,47413956288.0,42402839818.0,41699807110.0,43071509818.0,38017902305.0,39797637305.0,38961123905.0,37349232305.0,37349232305.0,0.0,0.0,34079244428.0,34079244428.0,34079244428.0,34079244428.0,34079244428.0,34079244428.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306197158.0,300000000.0,1500000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300000000.0,0.0,0.0
6. Phải thu ngắn hạn khác,211822642.0,4026856958.0,2209381882.0,,26286071573.0,13519622520.0,7023364027.0,22702351715.0,14618674643.0,8305285122.0,7717590302.0,6970850371.0,5303372631.0,3544028141.0,5431793879.0,5212333329.0,5728392874.0,6109664755.0,4903124344.0,27862958103.0,82590512763.0,86339350616.0,21601551147.0,23539737665.0,58059008107.0,30328616608.0,35367146588.0,42681542878.0,53833151223.0,18833801956.0,96805155681.0,64399135131.0,45728470412.0,28123076317.0,49012610313.0,45341273607.0,46378102627.0,32018288468.0,28550594739.0,20339309845.0,22003338443.0,12647822537.0,33299802853.0,10562061681.0,24257053422.0,43133258221.0,62298098222.0,30970938449.0,15583697721.0,17178252020.0,51567621439.0,21830826180.0,22490646245.0,23242440536.0
7. Dự phòng phải thu ngắn hạn khó đòi,-442130316.0,-3124919781.0,-3022727425.0,,-1367816594.0,-1367816594.0,-1367816594.0,-1367816594.0,-7558253075.0,-2571930755.0,-2571930755.0,-8540837706.0,-12975998951.0,-13473012350.0,-13658176753.0,-13817894188.0,-14822992573.0,-17659351180.0,-19947346958.0,-411362047.0,-22665786088.0,-24816018800.0,-24338300318.0,-23020359722.0,-23569904290.0,-23450586432.0,-1924144370.0,-1710612202.0,-1719907098.0,-1719907098.0,-1171299018.0,-1171299018.0,-1171299018.0,2626430061.0,-2204926411.0,-4330162066.0,-4330162066.0,-6553519400.0,-11626652400.0,-4815759066.0,-4815759066.0,-5461793906.0,-4815759066.0,-5482626886.0,-5482626886.0,-5044366820.0,-4712500820.0,-4598659552.0,-4598659552.0,-4598659552.0,-20888663240.0,-22086163240.0,-30792549758.0,-26814134758.0
IV. Tổng hàng tồn kho,77350765968.0,66857221019.0,78977982630.0,96053818882.0,37063580069.0,77881401057.0,64129521202.0,137707453431.0,27680615821.0,59851365809.0,49898657686.0,49678651740.0,194597629897.0,188480599532.0,119461181318.0,145132635503.0,82033940479.0,78428477845.0,78359917275.0,52341269054.0,112989203008.0,96405056239.0,49912412761.0,64244806060.0,39884727196.0,52660441956.0,42501734179.0,61876669888.0,96196987045.0,166489241937.0,59698428336.0,75575683520.0,96564362018.0,154501428257.0,55955509166.0,68828076645.0,92722544468.0,94524230637.0,67391247981.0,67685342616.0,69886700718.0,97757181799.0,80451870606.0,34243995518.0,54455449124.0,77521469433.0,66164732006.0,81895053166.0,88546519151.0,128382575499.0,133309982322.0,83446780752.0,156553218053.0,184743053884.0
1. Hàng tồn kho,77350765968.0,66857221019.0,78977982630.0,,37111003686.0,77928824674.0,64176944819.0,137754877048.0,29120720359.0,61599198321.0,51556490198.0,50945554241.0,195864532398.0,189747502033.0,120730156520.0,146401610705.0,83225230488.0,79619767854.0,79551207284.0,54254294122.0,113903153441.0,98060909067.0,50826363194.0,65130355886.0,40770277022.0,53545991782.0,43387284005.0,62357735499.0,96678052656.0,166970307548.0,60179493947.0,76042073651.0,97030752149.0,154569063257.0,56421899297.0,69886858330.0,93781326153.0,95583012322.0,68450029666.0,67685342616.0,69886700718.0,97757181799.0,80451870606.0,56662032069.0,76873485675.0,99939505984.0,88582768557.0,104313089717.0,110964555702.0,150800612050.0,133309982322.0,83446780752.0,156553218053.0,184743053884.0
2. Dự phòng giảm giá hàng tồn kho,0.0,0.0,0.0,,-47423617.0,-47423617.0,-47423617.0,-47423617.0,-1440104538.0,-1747832512.0,-1657832512.0,-1266902501.0,-1266902501.0,-1266902501.0,-1268975202.0,-1268975202.0,-1191290009.0,-1191290009.0,-1191290009.0,-1913025068.0,-913950433.0,-1655852828.0,-913950433.0,-885549826.0,-885549826.0,-885549826.0,-885549826.0,-481065611.0,-481065611.0,-481065611.0,-481065611.0,-466390131.0,-466390131.0,-67635000.0,-466390131.0,-1058781685.0,-1058781685.0,-1058781685.0,-1058781685.0,0.0,0.0,0.0,0.0,-22418036551.0,-22418036551.0,-22418036551.0,-22418036551.0,-22418036551.0,-22418036551.0,-22418036551.0,0.0,0.0,0.0,0.0
V. Tài sản ngắn hạn khác,2097855674.0,8913356740.0,7804403864.0,2638714812.0,3973393295.0,7449408586.0,6063071610.0,11338584376.0,11337531901.0,10819983894.0,23841072538.0,12115062488.0,26210015127.0,22414580733.0,5136208998.0,17603206327.0,45861165791.0,27893525088.0,17173340015.0,1319635028.0,6423342629.0,3735530107.0,1181422128.0,74327771510.0,72815132905.0,72913915896.0,72921220794.0,74299479595.0,74924017373.0,77690398759.0,73252072792.0,73371623182.0,74215026062.0,82080586315.0,74177794116.0,74612438788.0,75750296232.0,72833049256.0,72928286871.0,74859915579.0,73398738660.0,75506471677.0,73134497225.0,73106785911.0,74981916584.0,77446372885.0,74417900100.0,77689841712.0,76715602237.0,81239485537.0,82898756379.0,78819234380.0,83250209908.0,84478233805.0
1. Chi phí trả trước ngắn hạn,49493513.0,109155047.0,74932163.0,,565713410.0,3172333.0,13684363.0,28858777.0,571809906.0,5696485.0,147920260.0,0.0,162132506.0,162132506.0,0.0,0.0,0.0,162132506.0,162132506.0,248141249.0,647952522.0,263049115.0,521269153.0,254054331.0,0.0,0.0,102716870.0,0.0,0.0,0.0,0.0,0.0,0.0,61155645.0,572233869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402665227.0,306303288.0,0.0,4863677758.0,0.0,1149281668.0,17292973.0,356249464.0,2784746902.0,2449592653.0,1276622067.0,4264431919.0
2. Thuế giá trị gia tăng được khấu trừ,323773501.0,191478815.0,5166206520.0,,226603682.0,4262139957.0,1212562144.0,8468198212.0,499453949.0,2699830461.0,4028309057.0,868818617.0,6448915709.0,7982895171.0,209422567.0,2232962864.0,2209709571.0,1922898466.0,33434400.0,491051694.0,4873282449.0,2877875852.0,206307618.0,1488835770.0,230251496.0,329034487.0,219379334.0,1591641834.0,2326592439.0,5105517350.0,193692817.0,274429102.0,1157161191.0,8961565799.0,425409696.0,2042119306.0,2969927391.0,226645128.0,343405472.0,1470268358.0,788382872.0,2923776550.0,296781550.0,0.0,2399221457.0,582695127.0,1993358709.0,3121373186.0,3500593290.0,7259001604.0,7114009477.0,3077349267.0,8885040746.0,7213801886.0
3. Thuế và các khoản phải thu Nhà nước,20513841.0,14799815.0,29162549.0,,965114.0,74580201.0,257742892.0,286879760.0,3521511.0,237429779.0,364712705.0,308584492.0,859754841.0,825139703.0,275969354.0,509629514.0,943157682.0,478383235.0,277687291.0,580442084.0,902107658.0,594605139.0,453845357.0,584881409.0,584881409.0,584881409.0,599124590.0,707837761.0,597424934.0,584881409.0,1058379975.0,1097194080.0,1057864871.0,1057864871.0,1099050551.0,570319482.0,780368841.0,606404128.0,584881399.0,1389647221.0,610355788.0,582695127.0,435050448.0,800482623.0,582695127.0,0.0,424541391.0,1419186858.0,1197715974.0,1624234469.0,1000000000.0,1292292460.0,1088547095.0,1000000000.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,1704074819.0,8597923063.0,2534102632.0,,3180111089.0,3109516095.0,4579082211.0,2554647627.0,10262746535.0,7788227169.0,19300130516.0,10937659379.0,18739212071.0,13444413353.0,4650817077.0,14860613949.0,42708298538.0,25330110881.0,16700085818.0,1.0,0.0,1.0,0.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72081100000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0,72000000000.0
B. Tài sản cố định và đầu tư dài hạn,123277062718.0,201840503250.0,211975364510.0,210152142222.0,190732412494.0,183710393814.0,188905427200.0,191686624625.0,193882472440.0,193023573425.0,213701204302.0,134405802024.0,141479274365.0,135042129229.0,136322813075.0,129401405522.0,129083539803.0,109741184228.0,69822519088.0,81855087291.0,75303844865.0,81133315105.0,57273020424.0,64791395650.0,64387458179.0,63662698090.0,38583115966.0,36126878002.0,32535856153.0,33552587392.0,33100384956.0,49576513029.0,48757295596.0,47822956505.0,49102414984.0,50871848083.0,50547424020.0,49556633709.0,51134511472.0,45392069655.0,44860411456.0,30321133485.0,38176150245.0,28200185775.0,28262191054.0,81020100645.0,80931078567.0,99133087165.0,100171824257.0,113201040594.0,113501084535.0,109072411269.0,121641500144.0,122791285013.0
